# Wordlist

# DATA
ID	CONCEPT	COUNTERPART	DOCULECT	COGID	TOKENS	IPA	ALIGNMENT
516	*līkan	Leiche	German	141	l ai x ə	laixə	l ai x ə
517	*līkan	lijk	Dutch	141	l ɛɪ k	lɛɪk	l ɛɪ k -
#
119	*līman	*līman	Proto-Germanic	34	l iː m	liːman	l iː m
120	*līman	Leim	German	34	l ai m	laim	l ai m
121	*līman	lime	English	34	l aɪ m	laɪm	l aɪ m
122	*līman	lijm	Dutch	34	l ɛɪ m	lɛɪm	l ɛɪ m
#
942	*līnan	*līnan	Proto-Germanic	259	l iː n	liːnan	l iː n -
943	*līnan	Leine	German	259	l ai n ə	lainə	l ai n ə
944	*līnan	line	English	259	l aɪ n	laɪn	l aɪ n -
945	*līnan	lijn	Dutch	259	l ɛɪ n	lɛɪn	l ɛɪ n -
#
1435	*līstōn	*līstōn	Proto-Germanic	393	l iː s t oː n	liːstoːn	l iː s t oː n
1436	*līstōn	Leiste	German	393	l ai s t ə	laistə	l ai s t ə -
1437	*līstōn	list	English	393	l ɪ s t	lɪst	l ɪ s t - -
1438	*līstōn	lijst	Dutch	393	l ɛɪ s t	lɛɪst	l ɛɪ s t - -
#
1788	*līθanan	*līθanan	Proto-Germanic	490	l iː θ a n	liːθanan	l iː θ a n
1789	*līθanan	leiden	German	490	l ai d ə n	laidən	l ai d ə n
1790	*līθanan	lijden	Dutch	490	l ɛɪ d ə	lɛɪdə	l ɛɪ d ə -
#
1823	*lūsz	*lūsz	Proto-Germanic	500	l uː s z	luːsz	l uː s z
1824	*lūsz	Laus	German	500	l au s	laus	l au s -
1825	*lūsz	louse	English	500	l aʊ s	laʊs	l aʊ s -
1826	*lūsz	luis	Dutch	500	l œy s	lœys	l œy s -
#
913	*magaθiz	*magaθiz	Proto-Germanic	251	m a g a θ	magaθiz	m a g a θ
914	*magaθiz	Magd	German	251	m aː k t	maːkt	m aː k - t
915	*magaθiz	maagd	Dutch	251	m aː x t	maːxt	m aː x - t
#
72	*mainjanan	*mainjanan	Proto-Germanic	21	m ai n j a n	mainjanan	m ai n j a n
73	*mainjanan	meinen	German	21	m ai n ə n	mainən	m ai n - ə n
74	*mainjanan	mean	English	21	m iː n	miːn	m iː n - - -
75	*mainjanan	menen	Dutch	21	m eː n ə	meːnə	m eː n - ə -
#
35	*maisōn	*maisōn	Proto-Germanic	10	m ai s oː n	maisoːn	m ai s oː n
36	*maisōn	Meise	German	10	m ai z ə	maizə	m ai z ə -
37	*maisōn	mees	Dutch	10	m eː s	meːs	m eː s - -
#
1454	*makōjanan	*makōjanan	Proto-Germanic	398	m a k oː j a n	makoːjanan	m a k oː j a n
1455	*makōjanan	machen	German	398	m a x ə n	maxən	m a x ə - - n
1456	*makōjanan	make	English	398	m eɪ k	meɪk	m eɪ k - - - -
1457	*makōjanan	maken	Dutch	398	m aː k ə	maːkə	m aː k ə - - -
#
281	*malanan	*malanan	Proto-Germanic	78	m a l a n	malanan	m a l a n
282	*malanan	mahlen	German	78	m aː l ə n	maːlən	m aː l ə n
283	*malanan	malen	Dutch	78	m aː l ə	maːlə	m aː l ə -
#
986	*maltaz	*maltaz	Proto-Germanic	271	m a l t	maltaz	m a l t
987	*maltaz	Malz	German	271	m a l t͡s	malt͡s	m a l t͡s
988	*maltaz	malt	English	271	m ɔː l t	mɔːlt	m ɔː l t
989	*maltaz	mout	Dutch	271	m ɑu t	mɑut	m ɑu - t
#
41	*markō	*markō	Proto-Germanic	12	m a r k oː	markoː	m a r k oː
42	*markō	Mark	German	12	m a r k	mark	m a r k -
43	*markō	march	English	12	m ɑː ʧ	mɑːʧ	m ɑː - ʧ -
44	*markō	mark	Dutch	12	m ɑ r k	mɑrk	m ɑ r k -
#
1925	*marīn	*marīn	Proto-Germanic	529	m a r iː n	mariːn	m a r iː n
1926	*marīn	Mann	German	529	m a n	man	m a - - n
1927	*marīn	man	English	529	m æ n	mæn	m æ - - n
1928	*marīn	man	Dutch	529	m ɑ n	mɑn	m ɑ - - n
#
127	*marōn	*marōn	Proto-Germanic	36	m a r oː n	maroːn	- - - - m a r oː n
128	*marōn	Mahr	German	36	m aː r	maːr	- - - - m aː r - -
129	*marōn	nightmare	English	36	n aɪ t m ɛə r	naɪtmɛər	n aɪ - t m ɛə r - -
130	*marōn	nachtmerrie	Dutch	36	n ɑ x t m ɛ r iː	nɑxtmɛriː	n ɑ x t m ɛ r iː -
#
1709	*mastaz	*mastaz	Proto-Germanic	469	m a s t	mastaz	m a s t
1710	*mastaz	Mast	German	469	m a s t	mast	m a s t
1711	*mastaz	mast	English	469	m ɑː s t	mɑːst	m ɑː s t
1712	*mastaz	mast	Dutch	469	m ɑ s t	mɑst	m ɑ s t
#
1573	*maxtiz	*maxtiz	Proto-Germanic	432	m a x t	maxtiz	m a x t
1574	*maxtiz	Macht	German	432	m a x t	maxt	m a x t
1575	*maxtiz	might	English	432	m aɪ t	maɪt	m aɪ - t
1576	*maxtiz	macht	Dutch	432	m ɑ x t	mɑxt	m ɑ x t
#
376	*medjaz	*medjaz	Proto-Germanic	104	m e d j	medjaz	m e d j
377	*medjaz	Mitte	German	104	m ɪ t ə	mɪtə	m ɪ t ə
378	*medjaz	midden	Dutch	104	m ɪ d ə	mɪdə	m ɪ d ə
#
642	*meldōn	*meldōn	Proto-Germanic	177	m e l d oː n	meldoːn	m e l d oː n
643	*meldōn	Melde	German	177	m ɛ l d ə	mɛldə	m ɛ l d ə -
644	*meldōn	dial	English	177	d aɪə l	daɪəl	d aɪə l - - -
645	*meldōn	melde	Dutch	177	m ɛ l d ə	mɛldə	m ɛ l d ə -
#
665	*melukz	*melukz	Proto-Germanic	183	m e l u k z	melukz	m e l u k z
666	*melukz	Milch	German	183	m ɪ l x	mɪlx	m ɪ l - x -
667	*melukz	milk	English	183	m ɪ l k	mɪlk	m ɪ l - k -
668	*melukz	melk	Dutch	183	m ɛ l k	mɛlk	m ɛ l - k -
#
1222	*metanan	*metanan	Proto-Germanic	336	m e t a n	metanan	m e t a n
1223	*metanan	messen	German	336	m ɛ s ə n	mɛsən	m ɛ s ə n
1224	*metanan	meten	Dutch	336	m eː t ə	meːtə	m eː t ə -
#
1774	*mixstilaz	*mixstilaz	Proto-Germanic	486	m i x s t i l	mixstilaz	m i x s t i l
1775	*mixstilaz	Mistel	German	486	m ɪ s t ə l	mɪstəl	m ɪ - s t ə l
1776	*mixstilaz	mistel	Dutch	486	m ɪ s t ə l	mɪstəl	m ɪ - s t ə l
#
1906	*mixstuz	*mixstuz	Proto-Germanic	523	m i x s t	mixstuz	m i x s t
1907	*mixstuz	Mist	German	523	m ɪ s t	mɪst	m ɪ - s t
1908	*mixstuz	mest	Dutch	523	m ɛ s t	mɛst	m ɛ - s t
#
646	*mizdō	*mizdō	Proto-Germanic	178	m i z d oː	mizdoː	m i z d oː
647	*mizdō	Miete	German	178	m iː t ə	miːtə	m iː - t ə
648	*mizdō	meed	English	178	m iː d	miːd	m iː - d -
#
236	*mēlan	*mēlan	Proto-Germanic	66	m eː l	meːlan	m eː l
237	*mēlan	Mal	German	66	m aː l	maːl	m aː l
238	*mēlan	meal	English	66	m iː l	miːl	m iː l
239	*mēlan	maal	Dutch	66	m aː l	maːl	m aː l
#
757	*mēnōθz	*mēnōθz	Proto-Germanic	208	m eː n oː θ z	meːnoːθz	m eː n oː θ z
758	*mēnōθz	Monat	German	208	m oː n aː t	moːnaːt	m oː n aː t -
759	*mēnōθz	month	English	208	m ʌ n θ	mʌnθ	m ʌ n - θ -
760	*mēnōθz	maand	Dutch	208	m aː n t	maːnt	m aː n - t -
#
716	*mōdaz	*mōdaz	Proto-Germanic	197	m oː d	moːdaz	m oː d
717	*mōdaz	Mut	German	197	m uː t	muːt	m uː t
718	*mōdaz	mood	English	197	m uː d	muːd	m uː d
719	*mōdaz	moed	Dutch	197	m uː t	muːt	m uː t
#
1617	*mōdēr	*mōdēr	Proto-Germanic	444	m oː d eː r	moːdeːr	m oː d eː r
1618	*mōdēr	Mutter	German	444	m ʊ t ə r	mʊtər	m ʊ t ə r
1619	*mōdēr	mother	English	444	m ʌ ð ə r	mʌðər	m ʌ ð ə r
1620	*mōdēr	moeder	Dutch	444	m uː d ə r	muːdər	m uː d ə r
#
171	*mōsan	*mōsan	Proto-Germanic	49	m oː s	moːsan	m oː s
172	*mōsan	Mus	German	49	m uː s	muːs	m uː s
173	*mōsan	moes	Dutch	49	m uː s	muːs	m uː s
#
1064	*mūlōn	*mūlōn	Proto-Germanic	292	m uː l oː n	muːloːn	m uː l oː n
1065	*mūlōn	Maul	German	292	m au l	maul	m au l - -
1066	*mūlōn	muil	Dutch	292	m œy l	mœyl	m œy l - -
#
428	*nablōn	*nablōn	Proto-Germanic	118	n a b l oː n	nabloːn	n a b l oː n
429	*nablōn	Nabel	German	118	n aː b ə l	naːbəl	n aː b - ə l
430	*nablōn	navel	English	118	n eɪ v ḷ	neɪvḷ	n eɪ v - ḷ -
431	*nablōn	navel	Dutch	118	n aː v ə l	naːvəl	n aː v - ə l
#
626	*nabō	*nabō	Proto-Germanic	173	n a b oː	naboː	n a b oː
627	*nabō	Nabe	German	173	n aː b ə	naːbə	n aː b ə
628	*nabō	nave	English	173	n eɪ v	neɪv	n eɪ v -
629	*nabō	naaf	Dutch	173	n aː f	naːf	n aː f -
#
1577	*naglaz	*naglaz	Proto-Germanic	433	n a g l	naglaz	n a g - l
1578	*naglaz	Nagel	German	433	n aː ɡ ə l	naːɡəl	n aː ɡ ə l
1579	*naglaz	nail	English	433	n eɪ l	neɪl	n eɪ - - l
1580	*naglaz	nagel	Dutch	433	n aː ɣ ə l	naːɣəl	n aː ɣ ə l
#
79	*namōn	*namōn	Proto-Germanic	23	n a m oː n	namoːn	n a m oː n
80	*namōn	Name	German	23	n aː m ə	naːmə	n aː m ə -
81	*namōn	name	English	23	n eɪ m	neɪm	n eɪ m - -
82	*namōn	naam	Dutch	23	n aː m	naːm	n aː m - -
#
1731	*nasō	*nasō	Proto-Germanic	475	n a s oː	nasoː	n a s oː
1732	*nasō	Nase	German	475	n aː z ə	naːzə	n aː z ə
1733	*nasō	nose	English	475	n əʊ z	nəʊz	n əʊ z -
1734	*nasō	neus	Dutch	475	n øː s	nøːs	n øː s -
#
571	*natilōn	*natilōn	Proto-Germanic	157	n a t i l oː n	natiloːn	n a t i l oː n
572	*natilōn	Nessel	German	157	n ɛ s ə l	nɛsəl	n ɛ s ə l - -
573	*natilōn	nettle	English	157	n ɛ t ḷ	nɛtḷ	n ɛ t ḷ - - -
#
465	*natjan	*natjan	Proto-Germanic	128	n a t j	natjan	n a t j
466	*natjan	Netz	German	128	n ɛ t͡s	nɛt͡s	n ɛ t͡s -
467	*natjan	net	English	128	n ɛ t	nɛt	n ɛ t -
468	*natjan	net	Dutch	128	n ɛ t	nɛt	n ɛ t -
#
480	*naudiz	*naudiz	Proto-Germanic	132	n au d	naudiz	n au d
481	*naudiz	Not	German	132	n oː t	noːt	n oː t
482	*naudiz	need	English	132	n iː d	niːd	n iː d
483	*naudiz	nood	Dutch	132	n oː t	noːt	n oː t
#
1538	*naxtz	*naxtz	Proto-Germanic	422	n a x t z	naxtz	n a x t z
1539	*naxtz	Nacht	German	422	n a x t	naxt	n a x t -
1540	*naxtz	night	English	422	n aɪ t	naɪt	n aɪ - t -
1541	*naxtz	nacht	Dutch	422	n ɑ x t	nɑxt	n ɑ x t -
#
1122	*nebulō	*nebulō	Proto-Germanic	308	n e b u l oː	nebuloː	n e b u l oː
1123	*nebulō	Nebel	German	308	n eː b ə l	neːbəl	n eː b ə l -
1124	*nebulō	nevel	Dutch	308	n eː v ə l	neːvəl	n eː v ə l -
#
1016	*nefōd	*nefōd	Proto-Germanic	279	n e f oː d	nefoːd	n e f oː d
1017	*nefōd	Neffe	German	279	n ɛ f ə	nɛfə	n ɛ f ə -
1018	*nefōd	neef	Dutch	279	n eː f	neːf	n eː f - -
#
1570	*nemanan	*nemanan	Proto-Germanic	431	n e m a n	nemanan	n e m a n
1571	*nemanan	nehmen	German	431	n eː m ə n	neːmən	n eː m ə n
1572	*nemanan	nemen	Dutch	431	n eː m ə	neːmə	n eː m ə -
#
297	*neurōn	*neurōn	Proto-Germanic	83	n eu r oː n	neuroːn	n eu r oː n
298	*neurōn	Niere	German	83	n iː r ə	niːrə	n iː r ə -
299	*neurōn	nier	Dutch	83	n iː r	niːr	n iː r - -
#
323	*newun	*newun	Proto-Germanic	90	n e w u n	newun	n e w u n
324	*newun	neun	German	90	n ɔy n	nɔyn	n ɔy - - n
325	*newun	nine	English	90	n aɪ n	naɪn	n aɪ - - n
326	*newun	negen	Dutch	90	n eː ɣ ə	neːɣə	n eː ɣ ə -
#
13	*nikwiz	*nikwiz	Proto-Germanic	4	n i k w	nikwiz	n i k - w
14	*nikwiz	Nix	German	4	n ɪ k s	nɪks	n ɪ k - s
15	*nikwiz	nikker	Dutch	4	n ɪ k ə r	nɪkər	n ɪ k ə r
#
315	*nistan	*nistan	Proto-Germanic	88	n i s t	nistan	n i s t
316	*nistan	Nest	German	88	n ɛ s t	nɛst	n ɛ s t
317	*nistan	nest	English	88	n ɛ s t	nɛst	n ɛ s t
318	*nistan	nest	Dutch	88	n ɛ s t	nɛst	n ɛ s t
#
123	*nēθlō	*nēθlō	Proto-Germanic	35	n eː θ l oː	neːθloː	n eː - θ - l oː
124	*nēθlō	Nadel	German	35	n aː d ə l	naːdəl	n aː - d ə l -
125	*nēθlō	needle	English	35	n iː d ḷ	niːdḷ	n iː - d ḷ - -
126	*nēθlō	naald	Dutch	35	n aː l t	naːlt	n aː l t - - -
#
1610	*pleganan	*pleganan	Proto-Germanic	442	p l e g a n	pleganan	p l e g a n
1611	*pleganan	pflegen	German	442	p͡f l eː ɡ ə n	p͡fleːɡən	p͡f l eː ɡ ə n
1612	*pleganan	plegen	Dutch	442	p l eː ɣ ə	pleːɣə	p l eː ɣ ə -
#
1303	*raipan	*raipan	Proto-Germanic	358	r ai p	raipan	r ai p
1304	*raipan	Reif	German	358	r ai f	raif	r ai f
1305	*raipan	rope	English	358	r əʊ p	rəʊp	r əʊ p
1306	*raipan	rijp	Dutch	358	r ɛɪ p	rɛɪp	r ɛɪ p
#
284	*raisō	*raisō	Proto-Germanic	79	r ai s oː	raisoː	r ai s oː
285	*raisō	Reise	German	79	r ai z ə	raizə	r ai z ə
286	*raisō	reis	Dutch	79	r ɛɪ s	rɛɪs	r ɛɪ s -
#
1735	*raixōn	*raixōn	Proto-Germanic	476	r ai x oː n	raixoːn	r ai x oː n
1736	*raixōn	Reh	German	476	r eː	reː	r eː - - -
1737	*raixōn	roe	English	476	r əʊ	rəʊ	r əʊ - - -
1738	*raixōn	ree	Dutch	476	r eː	reː	r eː - - -
#
1728	*rammaz	*rammaz	Proto-Germanic	474	r a mm	rammaz	r a mm - -
1729	*rammaz	Rahmen	German	474	r aː m ə n	raːmən	r aː m ə n
1730	*rammaz	raam	Dutch	474	r aː m	raːm	r aː m - -
#
727	*randiz	*randiz	Proto-Germanic	200	r a n d	randiz	r a n d
728	*randiz	Rand	German	200	r a n t	rant	r a n t
729	*randiz	rand	Dutch	200	r ɑ n t	rɑnt	r ɑ n t
#
558	*rastō	*rastō	Proto-Germanic	153	r a s t oː	rastoː	r a s t oː
559	*rastō	Rast	German	153	r a s t	rast	r a s t -
560	*rastō	rest	English	153	r ɛ s t	rɛst	r ɛ s t -
#
1791	*raubō	*raubō	Proto-Germanic	491	r au b oː	rauboː	r au b oː
1792	*raubō	Raub	German	491	r au p	raup	r au p -
1793	*raubō	roof	Dutch	491	r oː f	roːf	r oː f -
#
705	*raukiz	*raukiz	Proto-Germanic	194	r au k	raukiz	r au k
706	*raukiz	Rauch	German	194	r au x	raux	r au x
707	*raukiz	reek	English	194	r iː k	riːk	r iː k
708	*raukiz	rook	Dutch	194	r oː k	roːk	r oː k
#
287	*rausan	*rausan	Proto-Germanic	80	r au s	rausan	r au s
288	*rausan	Rohr	German	80	r oː r	roːr	r oː r
289	*rausan	roer	Dutch	80	r uː r	ruːr	r uː r
#
608	*raθan	*raθan	Proto-Germanic	168	r a θ	raθan	r a θ
609	*raθan	Rad	German	168	r aː t	raːt	r aː t
610	*raθan	rad	Dutch	168	r ɑ t	rɑt	r ɑ t
#
1542	*raθjō	*raθjō	Proto-Germanic	423	r a θ j oː	raθjoː	r a θ j oː
1543	*raθjō	Rede	German	423	r eː d ə	reːdə	r eː d - ə
1544	*raθjō	rede	Dutch	423	r eː d ə	reːdə	r eː d - ə
#
1067	*regnan	*regnan	Proto-Germanic	293	r e g n	regnan	r e g - n
1068	*regnan	Regen	German	293	r eː ɡ ə n	reːɡən	r eː ɡ ə n
1069	*regnan	rain	English	293	r eɪ n	reɪn	r eɪ - - n
1070	*regnan	regen	Dutch	293	r eː ɣ ə	reːɣə	r eː ɣ ə -
#
1548	*rendō	*rendō	Proto-Germanic	425	r e n d oː	rendoː	r e n d oː
1549	*rendō	Rinde	German	425	r ɪ n d ə	rɪndə	r ɪ n d ə
1550	*rendō	rind	English	425	r aɪ n d	raɪnd	r aɪ n d -
#
964	*rennanan	*rennanan	Proto-Germanic	265	r e nn a n	rennanan	r e nn a n
965	*rennanan	rinnen	German	265	r ɪ n ə n	rɪnən	r ɪ n ə n
966	*rennanan	run	English	265	r ʌ n	rʌn	r ʌ n - -
#
1468	*reukanan	*reukanan	Proto-Germanic	402	r eu k a n	reukanan	r eu k a n
1469	*reukanan	riechen	German	402	r iː x ə n	riːxən	r iː x ə n
1470	*reukanan	ruiken	Dutch	402	r œy k ə	rœykə	r œy k ə -
#
1495	*reumōn	*reumōn	Proto-Germanic	410	r eu m oː n	reumoːn	r eu m oː n
1496	*reumōn	Riemen	German	410	r iː m ə n	riːmən	r iː m ə n
1497	*reumōn	riem	Dutch	410	r iː m	riːm	r iː m - -
#
1372	*rextjanan	*rextjanan	Proto-Germanic	376	r e x t j a n	rextjanan	r e x t j a n
1373	*rextjanan	richten	German	376	r ɪ x t ə n	rɪxtən	r ɪ x t - ə n
1374	*rextjanan	richten	Dutch	376	r ɪ x t ə	rɪxtə	r ɪ x t - ə -
#
1461	*rugiz	*rugiz	Proto-Germanic	400	r u g	rugiz	r u g - -
1462	*rugiz	Roggen	German	400	r ɔ ɡ ə n	rɔɡən	r ɔ ɡ ə n
1463	*rugiz	rye	English	400	r aɪ	raɪ	r aɪ - - -
1464	*rugiz	rogge	Dutch	400	r ɔ ɣ ə	rɔɣə	r ɔ ɣ ə -
#
1382	*rukkiz	*rukkiz	Proto-Germanic	379	r u kk	rukkiz	r u kk
1383	*rukkiz	Ruck	German	379	r ʊ k	rʊk	r ʊ k
1384	*rukkiz	rock	English	379	r ɔ k	rɔk	r ɔ k
1385	*rukkiz	ruk	Dutch	379	r ʉ k	rʉk	r ʉ k
#
734	*rustō	*rustō	Proto-Germanic	202	r u s t oː	rustoː	r u s t oː
735	*rustō	Rost	German	202	r ɔ s t	rɔst	r ɔ s t -
736	*rustō	rust	English	202	r ʌ s t	rʌst	r ʌ s t -
737	*rustō	roest	Dutch	202	r uː s t	ruːst	r uː s t -
#
1805	*rēdan	*rēdan	Proto-Germanic	495	r eː d	reːdan	r eː d
1806	*rēdan	Rat	German	495	r aː t	raːt	r aː t
1807	*rēdan	raad	Dutch	495	r aː t	raːt	r aː t
#
1645	*rēdanan	*rēdanan	Proto-Germanic	452	r eː d a n	reːdanan	r eː d a n
1646	*rēdanan	raten	German	452	r aː t ə n	raːtən	r aː t ə n
1647	*rēdanan	read	English	452	r iː d	riːd	r iː d - -
1648	*rēdanan	raden	Dutch	452	r aː d ɛ n	raːdɛn	r aː d ɛ n
#
916	*rēmaz	*rēmaz	Proto-Germanic	252	r eː m	reːmaz	r eː m
917	*rēmaz	Rahm	German	252	r aː m	raːm	r aː m
918	*rēmaz	room	Dutch	252	r oː m	roːm	r oː m
#
164	*rīdanan	*rīdanan	Proto-Germanic	47	r iː d a n	riːdanan	r iː d a n
165	*rīdanan	reiten	German	47	r ai t ə n	raitən	r ai t ə n
166	*rīdanan	ride	English	47	r aɪ d	raɪd	r aɪ d - -
167	*rīdanan	rijden	Dutch	47	r ɛɪ d ə	rɛɪdə	r ɛɪ d ə -
#
1094	*rōdō	*rōdō	Proto-Germanic	300	r oː d oː	roːdoː	r oː d oː
1095	*rōdō	Rute	German	300	r uː t ə	ruːtə	r uː t ə
1096	*rōdō	rood	English	300	r uː d	ruːd	r uː d -
#
1669	*rōθraz	*rōθraz	Proto-Germanic	458	r oː θ r	roːθraz	r oː θ - r
1670	*rōθraz	Ruder	German	458	r uː d ə r	ruːdər	r uː d ə r
1671	*rōθraz	rudder	English	458	r ʌ d ə r	rʌdər	r ʌ d ə r
1672	*rōθraz	roer	Dutch	458	r uː r	ruːr	r uː - - r
#
496	*rūman	*rūman	Proto-Germanic	136	r uː m	ruːman	r uː m
497	*rūman	Raum	German	136	r au m	raum	r au m
498	*rūman	room	English	136	r uː m	ruːm	r uː m
499	*rūman	ruim	Dutch	136	r œy m	rœym	r œy m
#
1487	*sai	*sai	Proto-Germanic	408	s ai	sai	s ai
1488	*sai	See	German	408	z eː	zeː	z eː
1489	*sai	sea	English	408	s iː	siː	s iː
1490	*sai	zee	Dutch	408	z eː	zeː	z eː
#
1896	*sailō	*sailō	Proto-Germanic	520	s ai l oː	sailoː	s ai l oː
1897	*sailō	Seil	German	520	z ai l	zail	z ai l -
1898	*sailō	zeel	Dutch	520	z eː l	zeːl	z eː l -
#
1322	*saiwalō	*saiwalō	Proto-Germanic	363	s ai w a l oː	saiwaloː	s ai w a l oː
1323	*saiwalō	Seele	German	363	z eː l ə	zeːlə	z eː - - l ə
1324	*saiwalō	soul	English	363	s əʊ l	səʊl	s əʊ - - l -
1325	*saiwalō	ziel	Dutch	363	z iː l	ziːl	z iː - - l -
#
135	*sakō	*sakō	Proto-Germanic	38	s a k oː	sakoː	s a k oː
136	*sakō	Sache	German	38	z a x ə	zaxə	z a x ə
137	*sakō	sake	English	38	s ɑː k ɪ	sɑːkɪ	s ɑː k ɪ
138	*sakō	zaak	Dutch	38	z aː k	zaːk	z aː k -
#
331	*salbō	*salbō	Proto-Germanic	92	s a l b oː	salboː	s a l b oː
332	*salbō	Salbe	German	92	z a l b ə	zalbə	z a l b ə
333	*salbō	salve	English	92	s æ l v	sælv	s æ l v -
334	*salbō	zalf	Dutch	92	z ɑ l f	zɑlf	z ɑ l f -
#
1535	*saliz	*saliz	Proto-Germanic	421	s a l	saliz	s a l
1536	*saliz	Saal	German	421	z aː l	zaːl	z aː l
1537	*saliz	zaal	Dutch	421	z aː l	zaːl	z aː l
#
1212	*saltan	*saltan	Proto-Germanic	333	s a l t	saltan	s a l t
1213	*saltan	Salz	German	333	z a l t͡s	zalt͡s	z a l t͡s
1214	*saltan	salt	English	333	s ɔː l t	sɔːlt	s ɔː l t
1215	*saltan	zout	Dutch	333	z ɑu t	zɑut	z ɑu - t
#
1378	*sandjanan	*sandjanan	Proto-Germanic	378	s a n d j a n	sandjanan	s a n d j a n
1379	*sandjanan	senden	German	378	z ɛ n d ə n	zɛndən	z ɛ n d - ə n
1380	*sandjanan	send	English	378	s ɛ n d	sɛnd	s ɛ n d - - -
1381	*sandjanan	zenden	Dutch	378	z ɛ n d ə	zɛndə	z ɛ n d - ə -
#
1606	*sangjanan	*sangjanan	Proto-Germanic	441	s a n g j a n	sangjanan	s a n g j a n
1607	*sangjanan	sengen	German	441	z ɛ ŋ ə n	zɛŋən	z ɛ ŋ - - ə n
1608	*sangjanan	singe	English	441	s ɪ n ʤ	sɪnʤ	s ɪ n ʤ - - -
1609	*sangjanan	zengen	Dutch	441	z ɛ ŋ ə	zɛŋə	z ɛ ŋ - - ə -
#
974	*sapōn	*sapōn	Proto-Germanic	268	s a p oː n	sapoːn	s a p oː n
975	*sapōn	Saft	German	268	z a f t	zaft	z a f - t
976	*sapōn	sap	English	268	s æ p	sæp	s æ p - -
977	*sapōn	sap	Dutch	268	s ɑ p	sɑp	s ɑ p - -
#
1816	*satjanan	*satjanan	Proto-Germanic	498	s a t j a n	satjanan	s a t j a n
1817	*satjanan	setzen	German	498	z ɛ t͡s ə n	zɛt͡sən	z ɛ t͡s - ə n
1818	*satjanan	set	English	498	s ɛ t	sɛt	s ɛ t - - -
1819	*satjanan	zetten	Dutch	498	z ɛ t ə	zɛtə	z ɛ t - ə -
#
511	*saumaz	*saumaz	Proto-Germanic	140	s au m	saumaz	s au m
512	*saumaz	Saum	German	140	z au m	zaum	z au m
513	*saumaz	seam	English	140	s iː m	siːm	s iː m
514	*saumaz	zoom	Dutch	140	z oː m	zoːm	z oː m
#
174	*sebun	*sebun	Proto-Germanic	50	s e b u n	sebun	s e b u n
175	*sebun	sieben	German	50	z iː b ə n	ziːbən	z iː b ə n
176	*sebun	seven	English	50	s ɛ v ṇ	sɛvṇ	s ɛ v ṇ -
177	*sebun	zeven	Dutch	50	z eː v ə	zeːvə	z eː v ə -
#
1111	*seduz	*seduz	Proto-Germanic	305	s e d	seduz	s e d -
1112	*seduz	Sitte	German	305	z ɪ t ə	zɪtə	z ɪ t ə
1113	*seduz	zede	Dutch	305	z eː d ə	zeːdə	z eː d ə
#
724	*segez	*segez	Proto-Germanic	199	s e g e z	segez	s e g e z
725	*segez	Sieg	German	199	z iː k	ziːk	z iː k - -
726	*segez	zege	Dutch	199	z eː ɣ ə	zeːɣə	z eː ɣ ə -
#
938	*seglan	*seglan	Proto-Germanic	258	s e g l	seglan	s e g - l
939	*seglan	Segel	German	258	z eː ɡ ə l	zeːɡəl	z eː ɡ ə l
940	*seglan	sail	English	258	s eɪ l	seɪl	s eɪ - - l
941	*seglan	zeil	Dutch	258	z ɛɪ l	zɛɪl	z ɛɪ - - l
#
1566	*sengwanan	*sengwanan	Proto-Germanic	430	s e n g w a n	sengwanan	s e n g w a n
1567	*sengwanan	singen	German	430	z ɪ ŋ ə n	zɪŋən	z ɪ ŋ - - ə n
1568	*sengwanan	sing	English	430	s ɪ ŋ	sɪŋ	s ɪ ŋ - - - -
1569	*sengwanan	zingen	Dutch	430	z ɪ ŋ ə	zɪŋə	z ɪ ŋ - - ə -
#
1188	*setjanan	*setjanan	Proto-Germanic	326	s e t j a n	setjanan	s e t j a n
1189	*setjanan	sitzen	German	326	z ɪ t͡s ə n	zɪt͡sən	z ɪ t͡s - ə n
1190	*setjanan	sit	English	326	s ɪ t	sɪt	s ɪ t - - -
1191	*setjanan	zitten	Dutch	326	z ɪ t ə	zɪtə	z ɪ t - ə -
#
1159	*sexs	*sexs	Proto-Germanic	318	s e x s	sexs	s e x s
1160	*sexs	sechs	German	318	z ɛ k s	zɛks	z ɛ k s
1161	*sexs	six	English	318	s ɪ k s	sɪks	s ɪ k s
1162	*sexs	zes	Dutch	318	z ɛ s	zɛs	z ɛ - s
#
1747	*sibaz	*sibaz	Proto-Germanic	479	s i b	sibaz	s i b
1748	*sibaz	Sieb	German	479	z iː p	ziːp	z iː p
1749	*sibaz	sieve	English	479	s ɪ v	sɪv	s ɪ v
1750	*sibaz	zeef	Dutch	479	z eː f	zeːf	z eː f
#
1858	*skaftan	*skaftan	Proto-Germanic	510	s k a f t	skaftan	s k a f t
1859	*skaftan	Schaft	German	510	ʃ a f t	ʃaft	ʃ - a f t
1860	*skaftan	shaft	English	510	ʃ ɑː f t	ʃɑːft	ʃ - ɑː f t
1861	*skaftan	schacht	Dutch	510	s x ɑ x t	sxɑxt	s x ɑ x t
#
1114	*skaiθiz	*skaiθiz	Proto-Germanic	306	s k ai θ	skaiθiz	s k ai θ -
1115	*skaiθiz	Scheide	German	306	ʃ ai d ə	ʃaidə	ʃ - ai d ə
