# Wordlist

# DATA
ID	DOCULECT	CONCEPT	COUNTERPART	IPA	TOKENS	COGID	ALIGNMENT
212	English	*librō	liver	lɪvər	l ɪ v ə r	59	l ɪ v ə r -
213	Dutch	*librō	lever	leːvər	l eː v ə r	59	l eː v ə r -
#
614	Proto-Germanic	*libēnan	*libēnan	libeːnan	l i b eː n a n	170	l i b eː n a n
615	German	*libēnan	leben	leːbən	l eː b ə n	170	l eː b ə - - n
616	English	*libēnan	live	laɪv	l aɪ v	170	l aɪ v - - - -
617	Dutch	*libēnan	leven	leːvə	l eː v ə	170	l eː v ə - - -
#
1596	Proto-Germanic	*likkōjanan	*likkōjanan	likkoːjanan	l i kk oː j a n a n	438	l i kk oː j a n a n
1597	German	*likkōjanan	lecken	lɛkən	l ɛ k ə n	438	l ɛ k ə - - - - n
1598	English	*likkōjanan	lick	lɪk	l ɪ k	438	l ɪ k - - - - - -
1599	Dutch	*likkōjanan	likken	lɪkə	l ɪ k ə	438	l ɪ k ə - - - - -
#
1421	Proto-Germanic	*listiz	*listiz	listiz	l i s t i z	389	l i s t i z
1422	German	*listiz	List	lɪst	l ɪ s t	389	l ɪ s t - -
1423	Dutch	*listiz	list	lɪst	l ɪ s t	389	l ɪ s t - -
#
1593	Proto-Germanic	*liznōjanan	*liznōjanan	liznoːjanan	l i z n oː j a n a n	437	l i z n oː j a n a n
1594	German	*liznōjanan	lernen	lɛrnən	l ɛ r n ə n	437	l ɛ r - - - - n ə n
1595	English	*liznōjanan	learn	lɜːn	l ɜː n	437	l ɜː - - - - - - - n
#
1638	Proto-Germanic	*liθuz	*liθuz	liθuz	l i θ u z	450	l i θ u z
1639	German	*liθuz	Lid	liːt	l iː t	450	l iː t - -
1640	English	*liθuz	lid	lɪd	l ɪ d	450	l ɪ d - -
1641	Dutch	*liθuz	lid	lɪt	l ɪ t	450	l ɪ t - -
#
680	Proto-Germanic	*luban	*luban	luban	l u b a n	187	l u b a n
681	German	*luban	Lob	loːp	l oː p	187	l oː p - -
682	Dutch	*luban	lof	lɔf	l ɔ f	187	l ɔ f - -
#
1563	Proto-Germanic	*luftuz	*luftuz	luftuz	l u f t u z	429	l u f t u z
1564	German	*luftuz	Luft	lʊft	l ʊ f t	429	l ʊ f t - -
1565	Dutch	*luftuz	lucht	lʉxt	l ʉ x t	429	l ʉ x t - -
#
857	Proto-Germanic	*lukan	*lukan	lukan	l u k a n	236	l u k a n
858	German	*lukan	Loch	lɔx	l ɔ x	236	l ɔ x - -
859	English	*lukan	lock	lɔk	l ɔ k	236	l ɔ k - -
#
1147	Proto-Germanic	*lukkaz	*lukkaz	lukkaz	l u kk a z	315	l u kk a z
1148	German	*lukkaz	Locke	lɔkə	l ɔ k ə	315	l ɔ k ə -
1149	English	*lukkaz	lock	lɔk	l ɔ k	315	l ɔ k - -
1150	Dutch	*lukkaz	lok	lɔk	l ɔ k	315	l ɔ k - -
#
889	Proto-Germanic	*lungwan	*lungwan	lungwan	l u n g w a n	245	l u n g w a n
890	German	*lungwan	Lunge	lʊŋə	l ʊ ŋ ə	245	l ʊ ŋ - - ə -
891	English	*lungwan	lung	lʌŋ	l ʌ ŋ	245	l ʌ ŋ - - - -
892	Dutch	*lungwan	long	lɔŋ	l ɔ ŋ	245	l ɔ ŋ - - - -
#
1326	Proto-Germanic	*lustuz	*lustuz	lustuz	l u s t u z	364	l u s t u z
1327	German	*lustuz	Lust	lʊst	l ʊ s t	364	l ʊ s t - -
1328	English	*lustuz	lust	lʌst	l ʌ s t	364	l ʌ s t - -
1329	Dutch	*lustuz	lust	lʉst	l ʉ s t	364	l ʉ s t - -
#
1635	Proto-Germanic	*luxaz	*luxaz	luxaz	l u x a z	449	l u x a z
1636	German	*luxaz	Luchs	lʊks	l ʊ k s	449	l ʊ k - s
1637	Dutch	*luxaz	los	lɔs	l ɔ s	449	l ɔ - - s
#
919	Proto-Germanic	*lētanan	*lētanan	leːtanan	l eː t a n a n	253	l eː t a n a n
920	German	*lētanan	lassen	lasən	l a s ə n	253	l a s ə - - n
921	English	*lētanan	let	lɛt	l ɛ t	253	l ɛ t - - - -
922	Dutch	*lētanan	laten	laːtə	l aː t ə	253	l aː t ə - - -
#
836	Proto-Germanic	*līban	*līban	liːban	l iː b a n	230	l iː b a n
837	German	*līban	Leib	laip	l ai p	230	l ai p - -
838	English	*līban	life	laɪf	l aɪ f	230	l aɪ f - -
839	Dutch	*līban	lijf	lɛɪf	l ɛɪ f	230	l ɛɪ f - -
#
515	Proto-Germanic	*līkan	*līkan	liːkan	l iː k a n	141	l iː k a n
516	German	*līkan	Leiche	laixə	l ai x ə	141	l ai x ə -
517	Dutch	*līkan	lijk	lɛɪk	l ɛɪ k	141	l ɛɪ k - -
#
119	Proto-Germanic	*līman	*līman	liːman	l iː m a n	34	l iː m a n
120	German	*līman	Leim	laim	l ai m	34	l ai m - -
121	English	*līman	lime	laɪm	l aɪ m	34	l aɪ m - -
122	Dutch	*līman	lijm	lɛɪm	l ɛɪ m	34	l ɛɪ m - -
#
942	Proto-Germanic	*līnan	*līnan	liːnan	l iː n a n	259	l iː n a n
943	German	*līnan	Leine	lainə	l ai n ə	259	l ai n ə -
944	English	*līnan	line	laɪn	l aɪ n	259	l aɪ - - n
945	Dutch	*līnan	lijn	lɛɪn	l ɛɪ n	259	l ɛɪ - - n
#
1435	Proto-Germanic	*līstōn	*līstōn	liːstoːn	l iː s t oː n	393	l iː s t oː n
1436	German	*līstōn	Leiste	laistə	l ai s t ə	393	l ai s t ə -
1437	English	*līstōn	list	lɪst	l ɪ s t	393	l ɪ s t - -
1438	Dutch	*līstōn	lijst	lɛɪst	l ɛɪ s t	393	l ɛɪ s t - -
#
1788	Proto-Germanic	*līθanan	*līθanan	liːθanan	l iː θ a n a n	490	l iː θ a n a n
1789	German	*līθanan	leiden	laidən	l ai d ə n	490	l ai d ə - - n
1790	Dutch	*līθanan	lijden	lɛɪdə	l ɛɪ d ə	490	l ɛɪ d ə - - -
#
1823	Proto-Germanic	*lūsz	*lūsz	luːsz	l uː s z	500	l uː s z
1824	German	*lūsz	Laus	laus	l au s	500	l au - s
1825	English	*lūsz	louse	laʊs	l aʊ s	500	l aʊ - s
1826	Dutch	*lūsz	luis	lœys	l œy s	500	l œy - s
#
913	Proto-Germanic	*magaθiz	*magaθiz	magaθiz	m a g a θ i z	251	m a g a θ i z
914	German	*magaθiz	Magd	maːkt	m aː k t	251	m aː k - t - -
915	Dutch	*magaθiz	maagd	maːxt	m aː x t	251	m aː x - t - -
#
1913	Proto-Germanic	*maina-aiθaz	*maina-aiθaz	maina+aiθaz	m ai n a + ai θ a z	525	m ai n a - + ai θ a z
1914	German	*maina-aiθaz	Meineid	mainait	m ai n ai t	525	m ai n ai t - - - - -
1915	Dutch	*maina-aiθaz	meineed	mɛɪneːt	m ɛɪ n eː t	525	m ɛɪ n eː t - - - - -
#
72	Proto-Germanic	*mainjanan	*mainjanan	mainjanan	m ai n j a n a n	21	m ai n j a n a n
73	German	*mainjanan	meinen	mainən	m ai n ə n	21	m ai n - - - ə n
74	English	*mainjanan	mean	miːn	m iː n	21	m iː n - - - - -
75	Dutch	*mainjanan	menen	meːnə	m eː n ə	21	m eː n - - - ə -
#
35	Proto-Germanic	*maisōn	*maisōn	maisoːn	m ai s oː n	10	m ai s oː n
36	German	*maisōn	Meise	maizə	m ai z ə	10	m ai z ə -
37	Dutch	*maisōn	mees	meːs	m eː s	10	m eː s - -
#
1454	Proto-Germanic	*makōjanan	*makōjanan	makoːjanan	m a k oː j a n a n	398	m a k oː j a n a n
1455	German	*makōjanan	machen	maxən	m a x ə n	398	m a x ə - - - - n
1456	English	*makōjanan	make	meɪk	m eɪ k	398	m eɪ k - - - - - -
1457	Dutch	*makōjanan	maken	maːkə	m aː k ə	398	m aː k ə - - - - -
#
281	Proto-Germanic	*malanan	*malanan	malanan	m a l a n a n	78	m a l a n a n
282	German	*malanan	mahlen	maːlən	m aː l ə n	78	m aː l ə - - n
283	Dutch	*malanan	malen	maːlə	m aː l ə	78	m aː l ə - - -
#
986	Proto-Germanic	*maltaz	*maltaz	maltaz	m a l t a z	271	m a l t a z
987	German	*maltaz	Malz	malt͡s	m a l t͡s	271	m a l t͡s - -
988	English	*maltaz	malt	mɔːlt	m ɔː l t	271	m ɔː l t - -
989	Dutch	*maltaz	mout	mɑut	m ɑu t	271	m ɑu - t - -
#
41	Proto-Germanic	*markō	*markō	markoː	m a r k oː	12	m a r k oː
42	German	*markō	Mark	mark	m a r k	12	m a r k -
43	English	*markō	march	mɑːʧ	m ɑː ʧ	12	m ɑː - ʧ -
44	Dutch	*markō	mark	mɑrk	m ɑ r k	12	m ɑ r k -
#
1925	Proto-Germanic	*marīn	*marīn	mariːn	m a r iː n	529	m a r iː n
1926	German	*marīn	Mann	man	m a n	529	m a - - n
1927	English	*marīn	man	mæn	m æ n	529	m æ - - n
1928	Dutch	*marīn	man	mɑn	m ɑ n	529	m ɑ - - n
#
127	Proto-Germanic	*marōn	*marōn	maroːn	m a r oː n	36	- - - - m a r oː n
128	German	*marōn	Mahr	maːr	m aː r	36	- - - - m aː r - -
129	English	*marōn	nightmare	naɪtmɛər	n aɪ t m ɛə r	36	n aɪ - t m ɛə r - -
130	Dutch	*marōn	nachtmerrie	nɑxtmɛriː	n ɑ x t m ɛ r iː	36	n ɑ x t m ɛ r iː -
#
1709	Proto-Germanic	*mastaz	*mastaz	mastaz	m a s t a z	469	m a s t a z
1710	German	*mastaz	Mast	mast	m a s t	469	m a s t - -
1711	English	*mastaz	mast	mɑːst	m ɑː s t	469	m ɑː s t - -
1712	Dutch	*mastaz	mast	mɑst	m ɑ s t	469	m ɑ s t - -
#
1573	Proto-Germanic	*maxtiz	*maxtiz	maxtiz	m a x t i z	432	m a x t i z
1574	German	*maxtiz	Macht	maxt	m a x t	432	m a x t - -
1575	English	*maxtiz	might	maɪt	m aɪ t	432	m aɪ - t - -
1576	Dutch	*maxtiz	macht	mɑxt	m ɑ x t	432	m ɑ x t - -
#
376	Proto-Germanic	*medjaz	*medjaz	medjaz	m e d j a z	104	m e d j a z
377	German	*medjaz	Mitte	mɪtə	m ɪ t ə	104	m ɪ t - ə -
378	Dutch	*medjaz	midden	mɪdə	m ɪ d ə	104	m ɪ d - ə -
#
642	Proto-Germanic	*meldōn	*meldōn	meldoːn	m e l d oː n	177	m e l d oː n
643	German	*meldōn	Melde	mɛldə	m ɛ l d ə	177	m ɛ l d ə -
644	English	*meldōn	dial	daɪəl	d aɪə l	177	d aɪə l - - -
645	Dutch	*meldōn	melde	mɛldə	m ɛ l d ə	177	m ɛ l d ə -
#
665	Proto-Germanic	*melukz	*melukz	melukz	m e l u k z	183	m e l u k z
666	German	*melukz	Milch	mɪlx	m ɪ l x	183	m ɪ l - x -
667	English	*melukz	milk	mɪlk	m ɪ l k	183	m ɪ l - k -
668	Dutch	*melukz	melk	mɛlk	m ɛ l k	183	m ɛ l - k -
#
1222	Proto-Germanic	*metanan	*metanan	metanan	m e t a n a n	336	m e t a n a n
1223	German	*metanan	messen	mɛsən	m ɛ s ə n	336	m ɛ s ə - - n
1224	Dutch	*metanan	meten	meːtə	m eː t ə	336	m eː t ə - - -
#
1774	Proto-Germanic	*mixstilaz	*mixstilaz	mixstilaz	m i x s t i l a z	486	m i x s t i l a z
1775	German	*mixstilaz	Mistel	mɪstəl	m ɪ s t ə l	486	m ɪ - s t ə l - -
1776	Dutch	*mixstilaz	mistel	mɪstəl	m ɪ s t ə l	486	m ɪ - s t ə l - -
#
1906	Proto-Germanic	*mixstuz	*mixstuz	mixstuz	m i x s t u z	523	m i x s t u z
1907	German	*mixstuz	Mist	mɪst	m ɪ s t	523	m ɪ - s t - -
1908	Dutch	*mixstuz	mest	mɛst	m ɛ s t	523	m ɛ - s t - -
#
646	Proto-Germanic	*mizdō	*mizdō	mizdoː	m i z d oː	178	m i z d oː
647	German	*mizdō	Miete	miːtə	m iː t ə	178	m iː - t ə
648	English	*mizdō	meed	miːd	m iː d	178	m iː - d -
#
236	Proto-Germanic	*mēlan	*mēlan	meːlan	m eː l a n	66	m eː l a n
237	German	*mēlan	Mal	maːl	m aː l	66	m aː l - -
238	English	*mēlan	meal	miːl	m iː l	66	m iː l - -
239	Dutch	*mēlan	maal	maːl	m aː l	66	m aː l - -
#
757	Proto-Germanic	*mēnōθz	*mēnōθz	meːnoːθz	m eː n oː θ z	208	m eː n oː θ z
758	German	*mēnōθz	Monat	moːnaːt	m oː n aː t	208	m oː n aː t -
759	English	*mēnōθz	month	mʌnθ	m ʌ n θ	208	m ʌ n - θ -
760	Dutch	*mēnōθz	maand	maːnt	m aː n t	208	m aː n - t -
#
716	Proto-Germanic	*mōdaz	*mōdaz	moːdaz	m oː d a z	197	m oː d a z
717	German	*mōdaz	Mut	muːt	m uː t	197	m uː t - -
718	English	*mōdaz	mood	muːd	m uː d	197	m uː d - -
719	Dutch	*mōdaz	moed	muːt	m uː t	197	m uː t - -
#
1617	Proto-Germanic	*mōdēr	*mōdēr	moːdeːr	m oː d eː r	444	m oː d eː r
1618	German	*mōdēr	Mutter	mʊtər	m ʊ t ə r	444	m ʊ t ə r
1619	English	*mōdēr	mother	mʌðər	m ʌ ð ə r	444	m ʌ ð ə r
1620	Dutch	*mōdēr	moeder	muːdər	m uː d ə r	444	m uː d ə r
#
171	Proto-Germanic	*mōsan	*mōsan	moːsan	m oː s a n	49	m oː s a n
172	German	*mōsan	Mus	muːs	m uː s	49	m uː s - -
173	Dutch	*mōsan	moes	muːs	m uː s	49	m uː s - -
#
1064	Proto-Germanic	*mūlōn	*mūlōn	muːloːn	m uː l oː n	292	m uː l oː n
1065	German	*mūlōn	Maul	maul	m au l	292	m au l - -
1066	Dutch	*mūlōn	muil	mœyl	m œy l	292	m œy l - -
#
428	Proto-Germanic	*nablōn	*nablōn	nabloːn	n a b l oː n	118	n a b l oː n
429	German	*nablōn	Nabel	naːbəl	n aː b ə l	118	n aː b - ə l
430	English	*nablōn	navel	neɪvḷ	n eɪ v ḷ	118	n eɪ v - ḷ -
431	Dutch	*nablōn	navel	naːvəl	n aː v ə l	118	n aː v - ə l
#
626	Proto-Germanic	*nabō	*nabō	naboː	n a b oː	173	n a b oː
627	German	*nabō	Nabe	naːbə	n aː b ə	173	n aː b ə
628	English	*nabō	nave	neɪv	n eɪ v	173	n eɪ v -
629	Dutch	*nabō	naaf	naːf	n aː f	173	n aː f -
#
1577	Proto-Germanic	*naglaz	*naglaz	naglaz	n a g l a z	433	n a g - l a z
1578	German	*naglaz	Nagel	naːɡəl	n aː ɡ ə l	433	n aː ɡ ə l - -
1579	English	*naglaz	nail	neɪl	n eɪ l	433	n eɪ - - l - -
1580	Dutch	*naglaz	nagel	naːɣəl	n aː ɣ ə l	433	n aː ɣ ə l - -
#
79	Proto-Germanic	*namōn	*namōn	namoːn	n a m oː n	23	n a m oː n
80	German	*namōn	Name	naːmə	n aː m ə	23	n aː m ə -
81	English	*namōn	name	neɪm	n eɪ m	23	n eɪ m - -
82	Dutch	*namōn	naam	naːm	n aː m	23	n aː m - -
#
1731	Proto-Germanic	*nasō	*nasō	nasoː	n a s oː	475	n a s oː
1732	German	*nasō	Nase	naːzə	n aː z ə	475	n aː z ə
1733	English	*nasō	nose	nəʊz	n əʊ z	475	n əʊ z -
1734	Dutch	*nasō	neus	nøːs	n øː s	475	n øː s -
#
571	Proto-Germanic	*natilōn	*natilōn	natiloːn	n a t i l oː n	157	n a t i l oː n
572	German	*natilōn	Nessel	nɛsəl	n ɛ s ə l	157	n ɛ s ə l - -
573	English	*natilōn	nettle	nɛtḷ	n ɛ t ḷ	157	n ɛ t ḷ - - -
#
465	Proto-Germanic	*natjan	*natjan	natjan	n a t j a n	128	n a t j a n
466	German	*natjan	Netz	nɛt͡s	n ɛ t͡s	128	n ɛ t͡s - - -
467	English	*natjan	net	nɛt	n ɛ t	128	n ɛ t - - -
468	Dutch	*natjan	net	nɛt	n ɛ t	128	n ɛ t - - -
#
480	Proto-Germanic	*naudiz	*naudiz	naudiz	n au d i z	132	n au d i z
481	German	*naudiz	Not	noːt	n oː t	132	n oː t - -
482	English	*naudiz	need	niːd	n iː d	132	n iː d - -
483	Dutch	*naudiz	nood	noːt	n oː t	132	n oː t - -
#
1538	Proto-Germanic	*naxtz	*naxtz	naxtz	n a x t z	422	n a x t z
1539	German	*naxtz	Nacht	naxt	n a x t	422	n a x t -
1540	English	*naxtz	night	naɪt	n aɪ t	422	n aɪ - t -
1541	Dutch	*naxtz	nacht	nɑxt	n ɑ x t	422	n ɑ x t -
#
1122	Proto-Germanic	*nebulō	*nebulō	nebuloː	n e b u l oː	308	n e b u l oː
1123	German	*nebulō	Nebel	neːbəl	n eː b ə l	308	n eː b ə l -
1124	Dutch	*nebulō	nevel	neːvəl	n eː v ə l	308	n eː v ə l -
#
1016	Proto-Germanic	*nefōd	*nefōd	nefoːd	n e f oː d	279	n e f oː d
1017	German	*nefōd	Neffe	nɛfə	n ɛ f ə	279	n ɛ f ə -
1018	Dutch	*nefōd	neef	neːf	n eː f	279	n eː f - -
#
1570	Proto-Germanic	*nemanan	*nemanan	nemanan	n e m a n a n	431	n e m a n a n
1571	German	*nemanan	nehmen	neːmən	n eː m ə n	431	n eː m ə - - n
1572	Dutch	*nemanan	nemen	neːmə	n eː m ə	431	n eː m ə - - -
#
297	Proto-Germanic	*neurōn	*neurōn	neuroːn	n eu r oː n	83	n eu r oː n
298	German	*neurōn	Niere	niːrə	n iː r ə	83	n iː r ə -
299	Dutch	*neurōn	nier	niːr	n iː r	83	n iː r - -
#
323	Proto-Germanic	*newun	*newun	newun	n e w u n	90	n e w u n
324	German	*newun	neun	nɔyn	n ɔy n	90	n ɔy - - n
325	English	*newun	nine	naɪn	n aɪ n	90	n aɪ - - n
326	Dutch	*newun	negen	neːɣə	n eː ɣ ə	90	n eː ɣ ə -
#
13	Proto-Germanic	*nikwiz	*nikwiz	nikwiz	n i k w i z	4	n i k w i z
14	German	*nikwiz	Nix	nɪks	n ɪ k s	4	n ɪ k - - s
15	Dutch	*nikwiz	nikker	nɪkər	n ɪ k ə r	4	n ɪ k - ə r
#
315	Proto-Germanic	*nistan	*nistan	nistan	n i s t a n	88	n i s t a n
316	German	*nistan	Nest	nɛst	n ɛ s t	88	n ɛ s t - -
317	English	*nistan	nest	nɛst	n ɛ s t	88	n ɛ s t - -
318	Dutch	*nistan	nest	nɛst	n ɛ s t	88	n ɛ s t - -
#
123	Proto-Germanic	*nēθlō	*nēθlō	neːθloː	n eː θ l oː	35	n eː θ - l oː -
124	German	*nēθlō	Nadel	naːdəl	n aː d ə l	35	n aː d ə l - -
125	English	*nēθlō	needle	niːdḷ	n iː d ḷ	35	n iː d ḷ - - -
126	Dutch	*nēθlō	naald	naːlt	n aː l t	35	n aː - - l - t
#
1610	Proto-Germanic	*pleganan	*pleganan	pleganan	p l e g a n a n	442	p l e g a n a n
1611	German	*pleganan	pflegen	p͡fleːɡən	p͡f l eː ɡ ə n	442	p͡f l eː ɡ ə - - n
1612	Dutch	*pleganan	plegen	pleːɣə	p l eː ɣ ə	442	p l eː ɣ ə - - -
#
1303	Proto-Germanic	*raipan	*raipan	raipan	r ai p a n	358	r ai p a n
1304	German	*raipan	Reif	raif	r ai f	358	r ai f - -
1305	English	*raipan	rope	rəʊp	r əʊ p	358	r əʊ p - -
1306	Dutch	*raipan	rijp	rɛɪp	r ɛɪ p	358	r ɛɪ p - -
#
284	Proto-Germanic	*raisō	*raisō	raisoː	r ai s oː	79	r ai s oː
285	German	*raisō	Reise	raizə	r ai z ə	79	r ai z ə
286	Dutch	*raisō	reis	rɛɪs	r ɛɪ s	79	r ɛɪ s -
#
1735	Proto-Germanic	*raixōn	*raixōn	raixoːn	r ai x oː n	476	r ai x oː n
1736	German	*raixōn	Reh	reː	r eː	476	r eː - - -
1737	English	*raixōn	roe	rəʊ	r əʊ	476	r əʊ - - -
1738	Dutch	*raixōn	ree	reː	r eː	476	r eː - - -
#
1728	Proto-Germanic	*rammaz	*rammaz	rammaz	r a mm a z	474	r a mm a z
1729	German	*rammaz	Rahmen	raːmən	r aː m ə n	474	r aː m ə n
1730	Dutch	*rammaz	raam	raːm	r aː m	474	r aː m - -
#
727	Proto-Germanic	*randiz	*randiz	randiz	r a n d i z	200	r a n d i z
728	German	*randiz	Rand	rant	r a n t	200	r a n t - -
729	Dutch	*randiz	rand	rɑnt	r ɑ n t	200	r ɑ n t - -
#
558	Proto-Germanic	*rastō	*rastō	rastoː	r a s t oː	153	r a s t oː
559	German	*rastō	Rast	rast	r a s t	153	r a s t -
560	English	*rastō	rest	rɛst	r ɛ s t	153	r ɛ s t -
#
1791	Proto-Germanic	*raubō	*raubō	rauboː	r au b oː	491	r au b oː
1792	German	*raubō	Raub	raup	r au p	491	r au p -
1793	Dutch	*raubō	roof	roːf	r oː f	491	r oː f -
#
705	Proto-Germanic	*raukiz	*raukiz	raukiz	r au k i z	194	r au k i z
706	German	*raukiz	Rauch	raux	r au x	194	r au x - -
707	English	*raukiz	reek	riːk	r iː k	194	r iː k - -
708	Dutch	*raukiz	rook	roːk	r oː k	194	r oː k - -
#
287	Proto-Germanic	*rausan	*rausan	rausan	r au s a n	80	r au s a n
288	German	*rausan	Rohr	roːr	r oː r	80	r oː r - -
289	Dutch	*rausan	roer	ruːr	r uː r	80	r uː r - -
#
608	Proto-Germanic	*raθan	*raθan	raθan	r a θ a n	168	r a θ a n
609	German	*raθan	Rad	raːt	r aː t	168	r aː t - -
610	Dutch	*raθan	rad	rɑt	r ɑ t	168	r ɑ t - -
#
1542	Proto-Germanic	*raθjō	*raθjō	raθjoː	r a θ j oː	423	r a θ j oː
1543	German	*raθjō	Rede	reːdə	r eː d ə	423	r eː d - ə
1544	Dutch	*raθjō	rede	reːdə	r eː d ə	423	r eː d - ə
#
874	Proto-Germanic	*regna-bugōn	*regna-bugōn	regna+bugoːn	r e g n a + b u g oː n	241	r e g - n - a - - - + b u g oː n
875	German	*regna-bugōn	Regenbogen	reːɡənboːɡən	r eː ɡ ə n b oː ɡ ə n	241	r eː ɡ ə n b oː ɡ ə n - - - - - -
876	English	*regna-bugōn	rainbow	reɪnbəʊ	r eɪ n b əʊ	241	r eɪ - - n b əʊ - - - - - - - - -
877	Dutch	*regna-bugōn	regenboog	reːɣəmboːx	r eː ɣ ə m b oː x	241	r eː ɣ ə m b oː x - - - - - - - -
#
1067	Proto-Germanic	*regnan	*regnan	regnan	r e g n a n	293	r e g n a n
1068	German	*regnan	Regen	reːɡən	r eː ɡ ə n	293	r eː ɡ - ə n
1069	English	*regnan	rain	reɪn	r eɪ n	293	r eɪ n - - -
1070	Dutch	*regnan	regen	reːɣə	r eː ɣ ə	293	r eː ɣ - ə -
#
1548	Proto-Germanic	*rendō	*rendō	rendoː	r e n d oː	425	r e n d oː
1549	German	*rendō	Rinde	rɪndə	r ɪ n d ə	425	r ɪ n d ə
1550	English	*rendō	rind	raɪnd	r aɪ n d	425	r aɪ n d -
#
964	Proto-Germanic	*rennanan	*rennanan	rennanan	r e nn a n a n	265	r e nn a n a n
965	German	*rennanan	rinnen	rɪnən	r ɪ n ə n	265	r ɪ n ə - - n
966	English	*rennanan	run	rʌn	r ʌ n	265	r ʌ - - - - n
#
1468	Proto-Germanic	*reukanan	*reukanan	reukanan	r eu k a n a n	402	r eu k a n a n
1469	German	*reukanan	riechen	riːxən	r iː x ə n	402	r iː x ə - - n
1470	Dutch	*reukanan	ruiken	rœykə	r œy k ə	402	r œy k ə - - -
#
1495	Proto-Germanic	*reumōn	*reumōn	reumoːn	r eu m oː n	410	r eu m oː n
1496	German	*reumōn	Riemen	riːmən	r iː m ə n	410	r iː m ə n
1497	Dutch	*reumōn	riem	riːm	r iː m	410	r iː m - -
#
1372	Proto-Germanic	*rextjanan	*rextjanan	rextjanan	r e x t j a n a n	376	r e x t j a n a n
1373	German	*rextjanan	richten	rɪxtən	r ɪ x t ə n	376	r ɪ x t - - - ə n
1374	Dutch	*rextjanan	richten	rɪxtə	r ɪ x t ə	376	r ɪ x t - - - ə -
#
1461	Proto-Germanic	*rugiz	*rugiz	rugiz	r u g i z	400	r u g i z
1462	German	*rugiz	Roggen	rɔɡən	r ɔ ɡ ə n	400	r ɔ ɡ ə n
1463	English	*rugiz	rye	raɪ	r aɪ	400	r aɪ - - -
1464	Dutch	*rugiz	rogge	rɔɣə	r ɔ ɣ ə	400	r ɔ ɣ ə -
#
1382	Proto-Germanic	*rukkiz	*rukkiz	rukkiz	r u kk i z	379	r u kk i z
1383	German	*rukkiz	Ruck	rʊk	r ʊ k	379	r ʊ k - -
1384	English	*rukkiz	rock	rɔk	r ɔ k	379	r ɔ k - -
1385	Dutch	*rukkiz	ruk	rʉk	r ʉ k	379	r ʉ k - -
#
734	Proto-Germanic	*rustō	*rustō	rustoː	r u s t oː	202	r u s t oː
735	German	*rustō	Rost	rɔst	r ɔ s t	202	r ɔ s t -
736	English	*rustō	rust	rʌst	r ʌ s t	202	r ʌ s t -
737	Dutch	*rustō	roest	ruːst	r uː s t	202	r uː s t -
#
1805	Proto-Germanic	*rēdan	*rēdan	reːdan	r eː d a n	495	r eː d a n
1806	German	*rēdan	Rat	raːt	r aː t	495	r aː t - -
1807	Dutch	*rēdan	raad	raːt	r aː t	495	r aː t - -
#
1645	Proto-Germanic	*rēdanan	*rēdanan	reːdanan	r eː d a n a n	452	r eː d a n a n
1646	German	*rēdanan	raten	raːtən	r aː t ə n	452	r aː t ə - - n
1647	English	*rēdanan	read	riːd	r iː d	452	r iː d - - - -
1648	Dutch	*rēdanan	raden	raːdɛn	r aː d ɛ n	452	r aː d ɛ - - n
#
916	Proto-Germanic	*rēmaz	*rēmaz	reːmaz	r eː m a z	252	r eː m a z
917	German	*rēmaz	Rahm	raːm	r aː m	252	r aː m - -
918	Dutch	*rēmaz	room	roːm	r oː m	252	r oː m - -
#
164	Proto-Germanic	*rīdanan	*rīdanan	riːdanan	r iː d a n a n	47	r iː d a n a n
165	German	*rīdanan	reiten	raitən	r ai t ə n	47	r ai t ə - - n
166	English	*rīdanan	ride	raɪd	r aɪ d	47	r aɪ d - - - -
167	Dutch	*rīdanan	rijden	rɛɪdə	r ɛɪ d ə	47	r ɛɪ d ə - - -
#
1094	Proto-Germanic	*rōdō	*rōdō	roːdoː	r oː d oː	300	r oː d oː
1095	German	*rōdō	Rute	ruːtə	r uː t ə	300	r uː t ə
1096	English	*rōdō	rood	ruːd	r uː d	300	r uː d -
#
1669	Proto-Germanic	*rōθraz	*rōθraz	roːθraz	r oː θ r a z	458	r oː θ - r a z
1670	German	*rōθraz	Ruder	ruːdər	r uː d ə r	458	r uː d ə r - -
1671	English	*rōθraz	rudder	rʌdər	r ʌ d ə r	458	r ʌ d ə r - -
1672	Dutch	*rōθraz	roer	ruːr	r uː r	458	r uː - - r - -
#
496	Proto-Germanic	*rūman	*rūman	ruːman	r uː m a n	136	r uː m a n
497	German	*rūman	Raum	raum	r au m	136	r au m - -
498	English	*rūman	room	ruːm	r uː m	136	r uː m - -
499	Dutch	*rūman	ruim	rœym	r œy m	136	r œy m - -
#
1487	Proto-Germanic	*sai	*sai	sai	s ai	408	s ai
1488	German	*sai	See	zeː	z eː	408	z eː
1489	English	*sai	sea	siː	s iː	408	s iː
1490	Dutch	*sai	zee	zeː	z eː	408	z eː
#
1896	Proto-Germanic	*sailō	*sailō	sailoː	s ai l oː	520	s ai l oː
1897	German	*sailō	Seil	zail	z ai l	520	z ai l -
1898	Dutch	*sailō	zeel	zeːl	z eː l	520	z eː l -
#
1322	Proto-Germanic	*saiwalō	*saiwalō	saiwaloː	s ai w a l oː	363	s ai w a l oː
