# Wordlist

# META
@tree:((((German,'Yiddish_New_York'),Dutch),((English,Scottish),'West_Frisian_Grou')),((('Norwegian_Stavanger',Danish),('Swedish_Skane','Swedish_Stockholm')),(Faroese,Icelandic)));

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	PROTO	PROTO_SHORT	CONSENSUS	ALIGNMENT
144	Danish	honey	h.ɔ.n.ɪ.ŋ	h ɔ n ɪ ŋ	13	hunaɡan	hunaɡ	hɔnɪŋ	h ɔ n ɪ ŋ -
145	Dutch	honey	h.ɔ.n.ɪ.ŋ	h ɔ n ɪ ŋ	13	hunaɡan	hunaɡ	hɔnɪŋ	h ɔ n ɪ ŋ -
146	English	honey	h.ɐ.n.ɪ	h ɐ n ɪ	13	hunaɡan	hunaɡ	hɔnɪŋ	h ɐ n ɪ - -
147	Faroese	honey	h.ʊ.n.a.ŋ.k	h ʊ n a ŋ k	13	hunaɡan	hunaɡ	hɔnɪŋ	h ʊ n a ŋ k
148	German	honey	h.oː.n.ɪ.ç	h oː n ɪ ç	13	hunaɡan	hunaɡ	hɔnɪŋ	h oː n ɪ - ç
149	Icelandic	honey	h.øː.n.a.ŋ.k	h øː n a ŋ k	13	hunaɡan	hunaɡ	hɔnɪŋ	h øː n a ŋ k
150	Norwegian_Stavanger	honey	h.ʊ.nː.ɪ.ŋ	h ʊ nː ɪ ŋ	13	hunaɡan	hunaɡ	hɔnɪŋ	h ʊ nː ɪ ŋ -
151	Scottish	honey	h.ʌ.n.i	h ʌ n i	13	hunaɡan	hunaɡ	hɔnɪŋ	h ʌ n i - -
152	Swedish_Skane	honey	h.øə.n.ʉ.ŋ	h øə n ʉ ŋ	13	hunaɡan	hunaɡ	hɔnɪŋ	h øə n ʉ ŋ -
153	Swedish_Stockholm	honey	h.oə.n.ʌ.ŋ	h oə n ʌ ŋ	13	hunaɡan	hunaɡ	hɔnɪŋ	h oə n ʌ ŋ -
154	West_Frisian_Grou	honey	h.y.n.ɪ.ŋ	h y n ɪ ŋ	13	hunaɡan	hunaɡ	hɔnɪŋ	h y n ɪ ŋ -
155	Yiddish_New_York	honey	h.ɔ.n.ɪ.ɡ	h ɔ n ɪ ɡ	13	hunaɡan	hunaɡ	hɔnɪŋ	h ɔ n ɪ - ɡ
#
753	Dutch	horn	h.o.ɹ.n	h o ɹ n	65	xurnan	xurn	hɔn	h o ɹ - n
754	English	horn	h.ɔː.n	h ɔː n	65	xurnan	xurn	hɔn	h ɔː - - n
755	Faroese	horn	h.ɔ.n̥	h ɔ n̥	65	xurnan	xurn	hɔn	h ɔ - - n̥
756	German	horn	h.ɔː.n	h ɔː n	65	xurnan	xurn	hɔn	h ɔː - - n
757	Icelandic	horn	h.ɔ.r.nˀ	h ɔ r nˀ	65	xurnan	xurn	hɔn	h ɔ r - nˀ
758	Norwegian_Stavanger	horn	h.o.ʁ.n	h o ʁ n	65	xurnan	xurn	hɔn	h o ʁ - n
759	Scottish	horn	h.ɔ.ɹ.n	h ɔ ɹ n	65	xurnan	xurn	hɔn	h ɔ ɹ - n
760	Swedish_Skane	horn	h.oə.ʁ.n	h oə ʁ n	65	xurnan	xurn	hɔn	h oə ʁ - n
761	Swedish_Stockholm	horn	h.o.ʁ.n	h o ʁ n	65	xurnan	xurn	hɔn	h o ʁ - n
762	West_Frisian_Grou	horn	h.õə̃.n	h õə̃ n	65	xurnan	xurn	hɔn	h õə̃ - - n
763	Yiddish_New_York	horn	h.ɔ.r.n	h ɔ r n	65	xurnan	xurn	hɔn	h ɔ r - n
#
1284	Danish	hound	h.u.nˀ	h u nˀ	111	xundaz	xund	hʊnt	h u nˀ -
1285	Dutch	hound	h.ɔ.n.t	h ɔ n t	111	xundaz	xund	hʊnt	h ɔ n t
1286	English	hound	h.aʊ.n.d	h aʊ n d	111	xundaz	xund	hʊnt	h aʊ n d
1287	Faroese	hound	h.ʊ.n.t	h ʊ n t	111	xundaz	xund	hʊnt	h ʊ n t
1288	German	hound	h.ʊ.n.t	h ʊ n t	111	xundaz	xund	hʊnt	h ʊ n t
1289	Icelandic	hound	h.ʏ.n.t	h ʏ n t	111	xundaz	xund	hʊnt	h ʏ n t
1290	Norwegian_Stavanger	hound	h.ʊ.nː	h ʊ nː	111	xundaz	xund	hʊnt	h ʊ nː -
1291	Scottish	hound	h.ɐʉ.n.d	h ɐʉ n d	111	xundaz	xund	hʊnt	h ɐʉ n d
1292	Swedish_Skane	hound	h.ʉə.n	h ʉə n	111	xundaz	xund	hʊnt	h ʉə n -
1293	Swedish_Stockholm	hound	h.ɵ.n.d	h ɵ n d	111	xundaz	xund	hʊnt	h ɵ n d
1294	West_Frisian_Grou	hound	h.ũ.n	h ũ n	111	xundaz	xund	hʊnt	h ũ n -
1295	Yiddish_New_York	hound	h.u.n.t	h u n t	111	xundaz	xund	hʊnt	h u n t
#
1190	Danish	house	h.u.s	h u s	103	xuːsan	xuːs	huːs	h u s
1191	Dutch	house	h.aø.s	h aø s	103	xuːsan	xuːs	huːs	h aø s
1192	English	house	h.aʊ.s	h aʊ s	103	xuːsan	xuːs	huːs	h aʊ s
1193	Faroese	house	h.øu.s	h øu s	103	xuːsan	xuːs	huːs	h øu s
1194	German	house	h.aʊ.s	h aʊ s	103	xuːsan	xuːs	huːs	h aʊ s
1195	Icelandic	house	h.uː.s	h uː s	103	xuːsan	xuːs	huːs	h uː s
1196	Norwegian_Stavanger	house	h.ʏy.s	h ʏy s	103	xuːsan	xuːs	huːs	h ʏy s
1197	Scottish	house	h.ɐʉ.s	h ɐʉ s	103	xuːsan	xuːs	huːs	h ɐʉ s
1198	Swedish_Skane	house	h.ʏy.s	h ʏy s	103	xuːsan	xuːs	huːs	h ʏy s
1199	Swedish_Stockholm	house	h.ʏː.s	h ʏː s	103	xuːsan	xuːs	huːs	h ʏː s
1200	West_Frisian_Grou	house	h.uː.s	h uː s	103	xuːsan	xuːs	huːs	h uː s
1201	Yiddish_New_York	house	h.ɔɪ.z	h ɔɪ z	103	xuːsan	xuːs	huːs	h ɔɪ z
#
658	Danish	hundred	h.ʊ.n.ʁ.œː	h ʊ n ʁ œː	57	xundaradan	xundarad	hʊndɹə	h ʊ n - - ʁ œː -
659	Dutch	hundred	h.ʊ.n.ə.ɹ.t	h ʊ n ə ɹ t	57	xundaradan	xundarad	hʊndɹə	h ʊ n - ə ɹ - t
660	English	hundred	h.ɐ.n.d.ɹ.ə.d	h ɐ n d ɹ ə d	57	xundaradan	xundarad	hʊndɹə	h ɐ n d - ɹ ə d
661	Faroese	hundred	h.ʊ.n.t.ɹ.a	h ʊ n t ɹ a	57	xundaradan	xundarad	hʊndɹə	h ʊ n t - ɹ a -
662	German	hundred	h.ʊ.n.d.ɐ.t	h ʊ n d ɐ t	57	xundaradan	xundarad	hʊndɹə	h ʊ n d ɐ - - t
663	Icelandic	hundred	h.ʏ.n.d.ɾ.a.θ	h ʏ n d ɾ a θ	57	xundaradan	xundarad	hʊndɹə	h ʏ n d - ɾ a θ
664	Norwegian_Stavanger	hundred	h.ʊ.n.d.ʁ.ə	h ʊ n d ʁ ə	57	xundaradan	xundarad	hʊndɹə	h ʊ n d - ʁ ə -
665	Scottish	hundred	h.ʌ.n.d.ɹ.ə.d	h ʌ n d ɹ ə d	57	xundaradan	xundarad	hʊndɹə	h ʌ n d - ɹ ə d
666	Swedish_Skane	hundred	h.ʏ.n.d.ʁ.ɐ	h ʏ n d ʁ ɐ	57	xundaradan	xundarad	hʊndɹə	h ʏ n d - ʁ ɐ -
667	Swedish_Stockholm	hundred	h.ʊ.n.d.ɾ.a	h ʊ n d ɾ a	57	xundaradan	xundarad	hʊndɹə	h ʊ n d - ɾ a -
668	West_Frisian_Grou	hundred	h.ʊ.n.d.ə.t	h ʊ n d ə t	57	xundaradan	xundarad	hʊndɹə	h ʊ n d ə - - t
669	Yiddish_New_York	hundred	h.u.n.d.ə.ɾ.ə.t	h u n d ə ɾ ə t	57	xundaradan	xundarad	hʊndɹə	h u n d ə ɾ ə t
#
1037	Danish	hunger	h.ʊ.ŋˀ.ɔ	h ʊ ŋˀ ɔ	90	xunɡruz	xunɡr	hʊŋə	h ʊ ŋˀ - ɔ -
1038	Dutch	hunger	h.ʌ.ŋ.ə.ʁ	h ʌ ŋ ə ʁ	90	xunɡruz	xunɡr	hʊŋə	h ʌ ŋ - ə ʁ
1039	English	hunger	h.ɐ.ŋ.ɡ.ə	h ɐ ŋ ɡ ə	90	xunɡruz	xunɡr	hʊŋə	h ɐ ŋ ɡ ə -
1040	Faroese	hunger	h.ʊ.n.k.ə.ɹ	h ʊ n k ə ɹ	90	xunɡruz	xunɡr	hʊŋə	h ʊ n k ə ɹ
1041	German	hunger	h.ʊ.ŋ.ɐ	h ʊ ŋ ɐ	90	xunɡruz	xunɡr	hʊŋə	h ʊ ŋ - ɐ -
1042	Icelandic	hunger	h.ʊ.ŋ.k	h ʊ ŋ k	90	xunɡruz	xunɡr	hʊŋə	h ʊ ŋ k - -
1043	Norwegian_Stavanger	hunger	h.ʊ.ŋ.ɡ.ə.χ	h ʊ ŋ ɡ ə χ	90	xunɡruz	xunɡr	hʊŋə	h ʊ ŋ ɡ ə χ
1044	Scottish	hunger	h.ʌ.ŋ.ɡ.ə.ɹ	h ʌ ŋ ɡ ə ɹ	90	xunɡruz	xunɡr	hʊŋə	h ʌ ŋ ɡ ə ɹ
1045	Swedish_Skane	hunger	h.ʏ.ŋ.ɡ.ʁ	h ʏ ŋ ɡ ʁ	90	xunɡruz	xunɡr	hʊŋə	h ʏ ŋ ɡ - ʁ
1046	Swedish_Stockholm	hunger	h.ʉ.ŋ.ə.ɹ	h ʉ ŋ ə ɹ	90	xunɡruz	xunɡr	hʊŋə	h ʉ ŋ - ə ɹ
1047	West_Frisian_Grou	hunger	h.ʌ.ŋ.r	h ʌ ŋ r	90	xunɡruz	xunɡr	hʊŋə	h ʌ ŋ - - r
1048	Yiddish_New_York	hunger	h.u.ŋ.ɡ.ɛ.ɾ	h u ŋ ɡ ɛ ɾ	90	xunɡruz	xunɡr	hʊŋə	h u ŋ ɡ ɛ ɾ
#
1073	Danish	ice	ʔ.i.s	ʔ i s	93	iːsaz	iːs	iːs	ʔ i s -
1074	Dutch	ice	ɛɪ.s	ɛɪ s	93	iːsaz	iːs	iːs	- ɛɪ s -
1075	English	ice	aɪ.s	aɪ s	93	iːsaz	iːs	iːs	- aɪ s -
1076	Faroese	ice	ʊi.s	ʊi s	93	iːsaz	iːs	iːs	- ʊi s -
1077	German	ice	ʔ.aɪ.s	ʔ aɪ s	93	iːsaz	iːs	iːs	ʔ aɪ s -
1078	Icelandic	ice	iː.s	iː s	93	iːsaz	iːs	iːs	- iː s -
1079	Norwegian_Stavanger	ice	iː.s	iː s	93	iːsaz	iːs	iːs	- iː s -
1080	Scottish	ice	ʌi.s	ʌi s	93	iːsaz	iːs	iːs	- ʌi s -
1081	Swedish_Skane	ice	ɪi.s	ɪi s	93	iːsaz	iːs	iːs	- ɪi s -
1082	Swedish_Stockholm	ice	iː.s	iː s	93	iːsaz	iːs	iːs	- iː s -
1083	West_Frisian_Grou	ice	iː.s	iː s	93	iːsaz	iːs	iːs	- iː s -
1084	Yiddish_New_York	ice	ʔ.aɪ.z	ʔ aɪ z	93	iːsaz	iːs	iːs	ʔ aɪ z -
#
428	Danish	in	ʔ.i.ç	ʔ i ç	37	eni	eni	ɪn	ʔ i ç
429	Dutch	in	ɪ.n	ɪ n	37	eni	eni	ɪn	- ɪ n
430	English	in	ɪ.n	ɪ n	37	eni	eni	ɪn	- ɪ n
431	Faroese	in	ʊi	ʊi	37	eni	eni	ɪn	- ʊi -
432	German	in	ʔ.ɪ.n	ʔ ɪ n	37	eni	eni	ɪn	ʔ ɪ n
433	Icelandic	in	iː	iː	37	eni	eni	ɪn	- iː -
434	Norwegian_Stavanger	in	iː	iː	37	eni	eni	ɪn	- iː -
435	Scottish	in	ɪ.n	ɪ n	37	eni	eni	ɪn	- ɪ n
436	Swedish_Skane	in	ʔ.ɪi	ʔ ɪi	37	eni	eni	ɪn	ʔ ɪi -
437	Swedish_Stockholm	in	iː	iː	37	eni	eni	ɪn	- iː -
438	West_Frisian_Grou	in	i.n	i n	37	eni	eni	ɪn	- i n
439	Yiddish_New_York	in	ʔ.ɪ.n	ʔ ɪ n	37	eni	eni	ɪn	ʔ ɪ n
#
521	Danish	is	ʔ.ɛɐ	ʔ ɛɐ	45	esti	esti	ɪz	ʔ ɛɐ - -
522	Dutch	is	ɪ.s	ɪ s	45	esti	esti	ɪz	- ɪ s -
523	English	is	ɪ.z	ɪ z	45	esti	esti	ɪz	- ɪ z -
524	German	is	ʔ.ɪ.s.t	ʔ ɪ s t	45	esti	esti	ɪz	ʔ ɪ s t
525	Scottish	is	ɪ.z	ɪ z	45	esti	esti	ɪz	- ɪ z -
526	Swedish_Skane	is	ɪi	ɪi	45	esti	esti	ɪz	- ɪi - -
527	West_Frisian_Grou	is	ɪ.s	ɪ s	45	esti	esti	ɪz	- ɪ s -
528	Yiddish_New_York	is	ʔ.ɪ.z	ʔ ɪ z	45	esti	esti	ɪz	ʔ ɪ z -
#
37	Danish	knee	kʰ.n.iˀ	kʰ n iˀ	4	knewan	knew	kʰniː	kʰ - n iˀ - -
38	Dutch	knee	kʰ.n.i	kʰ n i	4	knewan	knew	kʰniː	kʰ - n i - -
39	English	knee	n.ɪi	n ɪi	4	knewan	knew	kʰniː	- - n ɪi - -
40	Faroese	knee	kʰ.n.ɛa	kʰ n ɛa	4	knewan	knew	kʰniː	kʰ - n ɛa - -
41	German	knee	kʰ.n.iː	kʰ n iː	4	knewan	knew	kʰniː	kʰ - n iː - -
42	Icelandic	knee	h.n.eə	h n eə	4	knewan	knew	kʰniː	h - n eə - -
43	Norwegian_Stavanger	knee	kʰ.n.eə	kʰ n eə	4	knewan	knew	kʰniː	kʰ - n eə - -
44	Scottish	knee	n.iː	n iː	4	knewan	knew	kʰniː	- - n iː - -
45	Swedish_Skane	knee	k.n.ɛɪ	k n ɛɪ	4	knewan	knew	kʰniː	k - n ɛɪ - -
46	Swedish_Stockholm	knee	kʰ.ə.n.ɛː	kʰ ə n ɛː	4	knewan	knew	kʰniː	kʰ ə n ɛː - -
47	West_Frisian_Grou	knee	k.n.ɪ.b.ɫ	k n ɪ b ɫ	4	knewan	knew	kʰniː	k - n ɪ b ɫ
48	Yiddish_New_York	knee	kʰ.n.iː	kʰ n iː	4	knewan	knew	kʰniː	kʰ - n iː - -
#
917	Danish	lamb	l.a.mˀ	l a mˀ	79	lambaz	lamb	lam	l a mˀ - - - -
918	Dutch	lamb	ɫ.ɑ.m	ɫ ɑ m	79	lambaz	lamb	lam	ɫ ɑ m - - - -
919	English	lamb	l.æ.m	l æ m	79	lambaz	lamb	lam	l æ m - - - -
920	Faroese	lamb	l.a.m.p	l a m p	79	lambaz	lamb	lam	l a m p - - -
921	German	lamb	l.a.m	l a m	79	lambaz	lamb	lam	l a m - - - -
922	Icelandic	lamb	l.a.m.p	l a m p	79	lambaz	lamb	lam	l a m p - - -
923	Norwegian_Stavanger	lamb	l.a.m	l a m	79	lambaz	lamb	lam	l a m - - - -
924	Scottish	lamb	ɫ.aː.m	ɫ aː m	79	lambaz	lamb	lam	ɫ aː m - - - -
925	Swedish_Skane	lamb	l.a.m	l a m	79	lambaz	lamb	lam	l a m - - - -
926	Swedish_Stockholm	lamb	l.a.m	l a m	79	lambaz	lamb	lam	l a m - - - -
927	West_Frisian_Grou	lamb	ɫ.aː.m	ɫ aː m	79	lambaz	lamb	lam	ɫ aː m - - - -
928	Yiddish_New_York	lamb	l.a.m	l a m	79	lambaz	lamb	lam	l a m - - - -
#
250	Danish	leaf	l.ʏo	l ʏo	22	lauban	laub	lœːf	l ʏo -
251	Dutch	leaf	l.oʊ.f	l oʊ f	22	lauban	laub	lœːf	l oʊ f
252	English	leaf	l.i.f	l i f	22	lauban	laub	lœːf	l i f
253	Faroese	leaf	l.ɛi.v	l ɛi v	22	lauban	laub	lœːf	l ɛi v
254	German	leaf	l.aʊ.p	l aʊ p	22	lauban	laub	lœːf	l aʊ p
255	Icelandic	leaf	l.œʏ.f	l œʏ f	22	lauban	laub	lœːf	l œʏ f
256	Norwegian_Stavanger	leaf	l.øː.f	l øː f	22	lauban	laub	lœːf	l øː f
257	Scottish	leaf	ɫ.i.f	ɫ i f	22	lauban	laub	lœːf	ɫ i f
258	Swedish_Skane	leaf	l.œː.v	l œː v	22	lauban	laub	lœːf	l œː v
259	Swedish_Stockholm	leaf	l.œː.v	l œː v	22	lauban	laub	lœːf	l œː v
260	West_Frisian_Grou	leaf	ɫ.ɪiə.f	ɫ ɪiə f	22	lauban	laub	lœːf	ɫ ɪiə f
#
577	Danish	liver	l.ɪ.w.ɔ	l ɪ w ɔ	50	libaroː	libaroː	lɪvə	l ɪ w ɔ - -
578	Dutch	liver	l.ɛɪ.v.ə.ʁ	l ɛɪ v ə ʁ	50	libaroː	libaroː	lɪvə	l ɛɪ v ə ʁ -
579	English	liver	l.ɪ.v.ə	l ɪ v ə	50	libaroː	libaroː	lɪvə	l ɪ v ə - -
580	Faroese	liver	l.iː.v.ʌ.ɹ	l iː v ʌ ɹ	50	libaroː	libaroː	lɪvə	l iː v ʌ ɹ -
581	German	liver	l.eː.b.ɐ	l eː b ɐ	50	libaroː	libaroː	lɪvə	l eː b ɐ - -
582	Icelandic	liver	l.eː.v.ʊ.s	l eː v ʊ s	50	libaroː	libaroː	lɪvə	l eː v ʊ s -
583	Norwegian_Stavanger	liver	l.ɛː.v.ə	l ɛː v ə	50	libaroː	libaroː	lɪvə	l ɛː v ə - -
584	Scottish	liver	ɫ.ɪ.v.ə.ɹ	ɫ ɪ v ə ɹ	50	libaroː	libaroː	lɪvə	ɫ ɪ v ə ɹ -
585	Swedish_Skane	liver	l.eə.β.ʁ	l eə β ʁ	50	libaroː	libaroː	lɪvə	l eə β - ʁ -
586	Swedish_Stockholm	liver	l.eə.v.ə	l eə v ə	50	libaroː	libaroː	lɪvə	l eə v ə - -
587	West_Frisian_Grou	liver	ɫ.ɛɪ.v.r	ɫ ɛɪ v r	50	libaroː	libaroː	lɪvə	ɫ ɛɪ v - r -
588	Yiddish_New_York	liver	l.ɛ.b.ɛ.ɾ	l ɛ b ɛ ɾ	50	libaroː	libaroː	lɪvə	l ɛ b ɛ ɾ -
#
392	Danish	long	l.a.ŋˀ	l a ŋˀ	34	lanɡaz	lanɡ	laŋ	l a ŋˀ - - -
393	Dutch	long	ɫ.ɑ.ŋ	ɫ ɑ ŋ	34	lanɡaz	lanɡ	laŋ	ɫ ɑ ŋ - - -
394	English	long	l.ɔ.ŋ	l ɔ ŋ	34	lanɡaz	lanɡ	laŋ	l ɔ ŋ - - -
395	Faroese	long	l.ɛ.ŋ.k.ʌ.ɹ	l ɛ ŋ k ʌ ɹ	34	lanɡaz	lanɡ	laŋ	l ɛ ŋ k ʌ ɹ
396	German	long	l.a.ŋ	l a ŋ	34	lanɡaz	lanɡ	laŋ	l a ŋ - - -
397	Icelandic	long	l.a.ŋ.k	l a ŋ k	34	lanɡaz	lanɡ	laŋ	l a ŋ k - -
398	Norwegian_Stavanger	long	l.a.ŋ	l a ŋ	34	lanɡaz	lanɡ	laŋ	l a ŋ - - -
399	Scottish	long	ɫ.ɔ.ŋ	ɫ ɔ ŋ	34	lanɡaz	lanɡ	laŋ	ɫ ɔ ŋ - - -
400	Swedish_Skane	long	l.o.ŋ	l o ŋ	34	lanɡaz	lanɡ	laŋ	l o ŋ - - -
401	Swedish_Stockholm	long	l.ɔ.ŋ	l ɔ ŋ	34	lanɡaz	lanɡ	laŋ	l ɔ ŋ - - -
402	West_Frisian_Grou	long	ɫ.a.ŋ	ɫ a ŋ	34	lanɡaz	lanɡ	laŋ	ɫ a ŋ - - -
403	Yiddish_New_York	long	l.a.ŋ.ɡ	l a ŋ ɡ	34	lanɡaz	lanɡ	laŋ	l a ŋ ɡ - -
#
284	Danish	mid	m.ɪ.tʰ	m ɪ tʰ	25	medjaz	medj	mɪtʰ	m ɪ tʰ - - -
285	Dutch	mid	m.ɪ.d.ə	m ɪ d ə	25	medjaz	medj	mɪtʰ	m ɪ d ə - -
286	English	mid	m.ɪ.d	m ɪ d	25	medjaz	medj	mɪtʰ	m ɪ d - - -
287	Faroese	mid	m.ɪ.tːʰ	m ɪ tːʰ	25	medjaz	medj	mɪtʰ	m ɪ tːʰ - - -
288	German	mid	m.ɪ.tʰ.ə	m ɪ tʰ ə	25	medjaz	medj	mɪtʰ	m ɪ tʰ ə - -
289	Icelandic	mid	m.ɪ.tʰ	m ɪ tʰ	25	medjaz	medj	mɪtʰ	m ɪ tʰ - - -
290	Norwegian_Stavanger	mid	m.ɪ.tʰ	m ɪ tʰ	25	medjaz	medj	mɪtʰ	m ɪ tʰ - - -
291	Scottish	mid	m.ɪ.d	m ɪ d	25	medjaz	medj	mɪtʰ	m ɪ d - - -
292	Swedish_Skane	mid	m.ɪ.tʰ	m ɪ tʰ	25	medjaz	medj	mɪtʰ	m ɪ tʰ - - -
293	Swedish_Stockholm	mid	m.ɪ.tː	m ɪ tː	25	medjaz	medj	mɪtʰ	m ɪ tː - - -
294	West_Frisian_Grou	mid	m.ɪ.d.n	m ɪ d n	25	medjaz	medj	mɪtʰ	m ɪ d - n -
295	Yiddish_New_York	mid	m.ɪ.tʰ.ə.n	m ɪ tʰ ə n	25	medjaz	medj	mɪtʰ	m ɪ tʰ ə n -
#
308	Danish	milk	m.ɪ.lˀ.kʰ	m ɪ lˀ kʰ	27	melkaz	melk	mɪɫk	m - ɪ lˀ - kʰ -
309	Dutch	milk	m.ɛ.ɫ.k	m ɛ ɫ k	27	melkaz	melk	mɪɫk	m - ɛ ɫ - k -
310	English	milk	m.ɪ.ɫ.k	m ɪ ɫ k	27	melkaz	melk	mɪɫk	m - ɪ ɫ - k -
311	Faroese	milk	m.iɔ.ɬ.k	m iɔ ɬ k	27	melkaz	melk	mɪɫk	m - iɔ ɬ - k -
312	German	milk	m.ɪ.l.ç	m ɪ l ç	27	melkaz	melk	mɪɫk	m - ɪ l - ç -
313	Icelandic	milk	m.j.ɔ.ɬ.k	m j ɔ ɬ k	27	melkaz	melk	mɪɫk	m j ɔ ɬ - k -
314	Norwegian_Stavanger	milk	m.ɛ.lʰ.k	m ɛ lʰ k	27	melkaz	melk	mɪɫk	m - ɛ lʰ - k -
315	Scottish	milk	m.ɪ.ɫ.kʰ	m ɪ ɫ kʰ	27	melkaz	melk	mɪɫk	m - ɪ ɫ - kʰ -
316	Swedish_Skane	milk	m.j.œ.l.kʰ	m j œ l kʰ	27	melkaz	melk	mɪɫk	m j œ l - kʰ -
317	Swedish_Stockholm	milk	m.j.œ.l.k	m j œ l k	27	melkaz	melk	mɪɫk	m j œ l - k -
318	West_Frisian_Grou	milk	m.ʌ.ɫ.q.ə	m ʌ ɫ q ə	27	melkaz	melk	mɪɫk	m - ʌ ɫ - q ə
319	Yiddish_New_York	milk	m.ɪ.ɫ.χ	m ɪ ɫ χ	27	melkaz	melk	mɪɫk	m - ɪ ɫ - χ -
#
565	Danish	moon	m.uː.n.ə	m uː n ə	49	meːnon	meːnon	moənə	m uː n ə -
566	Dutch	moon	m.aː.n	m aː n	49	meːnon	meːnon	moənə	m aː n - -
567	English	moon	m.ʊu.n	m ʊu n	49	meːnon	meːnon	moənə	m ʊu n - -
568	Faroese	moon	m.ɑː.n.ə	m ɑː n ə	49	meːnon	meːnon	moənə	m ɑː n ə -
569	German	moon	m.oː.n.t	m oː n t	49	meːnon	meːnon	moənə	m oː n - t
570	Icelandic	moon	m.ɑʊ.n.e	m ɑʊ n e	49	meːnon	meːnon	moənə	m ɑʊ n e -
571	Norwegian_Stavanger	moon	m.oə.n.ə	m oə n ə	49	meːnon	meːnon	moənə	m oə n ə -
572	Scottish	moon	m.ʉ.n	m ʉ n	49	meːnon	meːnon	moənə	m ʉ n - -
573	Swedish_Skane	moon	m.aʉ.n.ə	m aʉ n ə	49	meːnon	meːnon	moənə	m aʉ n ə -
574	Swedish_Stockholm	moon	m.oə.n.ə	m oə n ə	49	meːnon	meːnon	moənə	m oə n ə -
575	West_Frisian_Grou	moon	m.ua.n.ə	m ua n ə	49	meːnon	meːnon	moənə	m ua n ə -
576	Yiddish_New_York	moon	m.ɔ.n.d	m ɔ n d	49	meːnon	meːnon	moənə	m ɔ n - d
#
705	Danish	mother	m.u.ð.ɔ	m u ð ɔ	61	moːdeːr	moːdeːr	moːð	m u ð ɔ -
706	Dutch	mother	m.ʊ.d.ə.ʁ	m ʊ d ə ʁ	61	moːdeːr	moːdeːr	moːð	m ʊ d ə ʁ
707	English	mother	m.ɐ.ð.ə	m ɐ ð ə	61	moːdeːr	moːdeːr	moːð	m ɐ ð ə -
708	Faroese	mother	m.ɒʊ.wː.ə.ɹ	m ɒʊ wː ə ɹ	61	moːdeːr	moːdeːr	moːð	m ɒʊ wː ə ɹ
709	German	mother	m.ʊ.tʰ.ɐ	m ʊ tʰ ɐ	61	moːdeːr	moːdeːr	moːð	m ʊ tʰ ɐ -
710	Icelandic	mother	m.ɔʊ.ð.ɪ.r	m ɔʊ ð ɪ r	61	moːdeːr	moːdeːr	moːð	m ɔʊ ð ɪ r
711	Norwegian_Stavanger	mother	m.oː.χ	m oː χ	61	moːdeːr	moːdeːr	moːð	m oː - - χ
712	Scottish	mother	m.ʌ.ð.ə.ɹ	m ʌ ð ə ɹ	61	moːdeːr	moːdeːr	moːð	m ʌ ð ə ɹ
713	Swedish_Skane	mother	m.øʉ.ʁ	m øʉ ʁ	61	moːdeːr	moːdeːr	moːð	m øʉ - - ʁ
714	Swedish_Stockholm	mother	m.oː.ɾ	m oː ɾ	61	moːdeːr	moːdeːr	moːð	m oː - - ɾ
715	West_Frisian_Grou	mother	m.oə.r	m oə r	61	moːdeːr	moːdeːr	moːð	m oə - - r
716	Yiddish_New_York	mother	m.u.tʰ.ɛ.ʁ	m u tʰ ɛ ʁ	61	moːdeːr	moːdeːr	moːð	m u tʰ ɛ ʁ
#
13	Danish	mouse	m.u.sˀ	m u sˀ	2	muːsz	muːsz	maʊs	m u sˀ
14	Dutch	mouse	m.æø.s	m æø s	2	muːsz	muːsz	maʊs	m æø s
15	English	mouse	m.aʊ.s	m aʊ s	2	muːsz	muːsz	maʊs	m aʊ s
16	Faroese	mouse	m.øu.s	m øu s	2	muːsz	muːsz	maʊs	m øu s
17	German	mouse	m.aʊ.s	m aʊ s	2	muːsz	muːsz	maʊs	m aʊ s
18	Icelandic	mouse	m.uː.s	m uː s	2	muːsz	muːsz	maʊs	m uː s
19	Norwegian_Stavanger	mouse	m.ʏy.s	m ʏy s	2	muːsz	muːsz	maʊs	m ʏy s
20	Scottish	mouse	m.ʌʉ.s	m ʌʉ s	2	muːsz	muːsz	maʊs	m ʌʉ s
21	Swedish_Skane	mouse	m.ʏ.s	m ʏ s	2	muːsz	muːsz	maʊs	m ʏ s
22	Swedish_Stockholm	mouse	m.əø.s	m əø s	2	muːsz	muːsz	maʊs	m əø s
23	West_Frisian_Grou	mouse	m.oː.s	m oː s	2	muːsz	muːsz	maʊs	m oː s
24	Yiddish_New_York	mouse	m.ɔɪ.z	m ɔɪ z	2	muːsz	muːsz	maʊs	m ɔɪ z
#
499	Danish	mouth	m.ʊ.nˀ	m ʊ nˀ	43	munθaz	munθ	mʊn	m ʊ nˀ - -
500	Dutch	mouth	m.ʌ.n.t	m ʌ n t	43	munθaz	munθ	mʊn	m ʌ n t -
501	English	mouth	m.aʊ.θ	m aʊ θ	43	munθaz	munθ	mʊn	m aʊ - θ -
502	Faroese	mouth	m.ʊ.n	m ʊ n	43	munθaz	munθ	mʊn	m ʊ n - -
