# Wordlist

# DATA
ID	CONCEPT	TOKENS	IPA	DOCULECT	COUNTERPART	COGID
1570	*nemanan	n e m a n	nemanan	Proto-Germanic	*nemanan	431
1571	*nemanan	n eː m ə n	neːmən	German	nehmen	431
1572	*nemanan	n eː m ə	neːmə	Dutch	nemen	431
#
297	*neurōn	n eu r oː n	neuroːn	Proto-Germanic	*neurōn	83
298	*neurōn	n iː r ə	niːrə	German	Niere	83
299	*neurōn	n iː r	niːr	Dutch	nier	83
#
323	*newun	n e w u n	newun	Proto-Germanic	*newun	90
324	*newun	n ɔy n	nɔyn	German	neun	90
325	*newun	n aɪ n	naɪn	English	nine	90
326	*newun	n eː ɣ ə	neːɣə	Dutch	negen	90
#
13	*nikwiz	n i k w i z	nikwiz	Proto-Germanic	*nikwiz	4
14	*nikwiz	n ɪ k s	nɪks	German	Nix	4
15	*nikwiz	n ɪ k ə r	nɪkər	Dutch	nikker	4
#
315	*nistan	n i s t	nistan	Proto-Germanic	*nistan	88
316	*nistan	n ɛ s t	nɛst	German	Nest	88
317	*nistan	n ɛ s t	nɛst	English	nest	88
318	*nistan	n ɛ s t	nɛst	Dutch	nest	88
#
123	*nēθlō	n eː θ l oː	neːθloː	Proto-Germanic	*nēθlō	35
124	*nēθlō	n aː d ə l	naːdəl	German	Nadel	35
125	*nēθlō	n iː d ḷ	niːdḷ	English	needle	35
126	*nēθlō	n aː l t	naːlt	Dutch	naald	35
#
1610	*pleganan	p l e g a n	pleganan	Proto-Germanic	*pleganan	442
1611	*pleganan	p͡f l eː ɡ ə n	p͡fleːɡən	German	pflegen	442
1612	*pleganan	p l eː ɣ ə	pleːɣə	Dutch	plegen	442
#
1303	*raipan	r ai p	raipan	Proto-Germanic	*raipan	358
1304	*raipan	r ai f	raif	German	Reif	358
1305	*raipan	r əʊ p	rəʊp	English	rope	358
1306	*raipan	r ɛɪ p	rɛɪp	Dutch	rijp	358
#
284	*raisō	r ai s oː	raisoː	Proto-Germanic	*raisō	79
285	*raisō	r ai z ə	raizə	German	Reise	79
286	*raisō	r ɛɪ s	rɛɪs	Dutch	reis	79
#
1735	*raixōn	r ai x oː n	raixoːn	Proto-Germanic	*raixōn	476
1736	*raixōn	r eː	reː	German	Reh	476
1737	*raixōn	r əʊ	rəʊ	English	roe	476
1738	*raixōn	r eː	reː	Dutch	ree	476
#
1728	*rammaz	r a mm a z	rammaz	Proto-Germanic	*rammaz	474
1729	*rammaz	r aː m ə n	raːmən	German	Rahmen	474
1730	*rammaz	r aː m	raːm	Dutch	raam	474
#
727	*randiz	r a n d i z	randiz	Proto-Germanic	*randiz	200
728	*randiz	r a n t	rant	German	Rand	200
729	*randiz	r ɑ n t	rɑnt	Dutch	rand	200
#
558	*rastō	r a s t oː	rastoː	Proto-Germanic	*rastō	153
559	*rastō	r a s t	rast	German	Rast	153
560	*rastō	r ɛ s t	rɛst	English	rest	153
#
1791	*raubō	r au b oː	rauboː	Proto-Germanic	*raubō	491
1792	*raubō	r au p	raup	German	Raub	491
1793	*raubō	r oː f	roːf	Dutch	roof	491
#
705	*raukiz	r au k i z	raukiz	Proto-Germanic	*raukiz	194
706	*raukiz	r au x	raux	German	Rauch	194
707	*raukiz	r iː k	riːk	English	reek	194
708	*raukiz	r oː k	roːk	Dutch	rook	194
#
287	*rausan	r au s	rausan	Proto-Germanic	*rausan	80
288	*rausan	r oː r	roːr	German	Rohr	80
289	*rausan	r uː r	ruːr	Dutch	roer	80
#
608	*raθan	r a θ	raθan	Proto-Germanic	*raθan	168
609	*raθan	r aː t	raːt	German	Rad	168
610	*raθan	r ɑ t	rɑt	Dutch	rad	168
#
1542	*raθjō	r a θ j oː	raθjoː	Proto-Germanic	*raθjō	423
1543	*raθjō	r eː d ə	reːdə	German	Rede	423
1544	*raθjō	r eː d ə	reːdə	Dutch	rede	423
#
875	*regna-bugōn	r eː ɡ ə n b oː ɡ ə n	reːɡənboːɡən	German	Regenbogen	241
876	*regna-bugōn	r eɪ n b əʊ	reɪnbəʊ	English	rainbow	241
877	*regna-bugōn	r eː ɣ ə m b oː x	reːɣəmboːx	Dutch	regenboog	241
#
1067	*regnan	r e g n	regnan	Proto-Germanic	*regnan	293
1068	*regnan	r eː ɡ ə n	reːɡən	German	Regen	293
1069	*regnan	r eɪ n	reɪn	English	rain	293
1070	*regnan	r eː ɣ ə	reːɣə	Dutch	regen	293
#
1548	*rendō	r e n d oː	rendoː	Proto-Germanic	*rendō	425
1549	*rendō	r ɪ n d ə	rɪndə	German	Rinde	425
1550	*rendō	r aɪ n d	raɪnd	English	rind	425
#
964	*rennanan	r e nn a n	rennanan	Proto-Germanic	*rennanan	265
965	*rennanan	r ɪ n ə n	rɪnən	German	rinnen	265
966	*rennanan	r ʌ n	rʌn	English	run	265
#
1468	*reukanan	r eu k a n	reukanan	Proto-Germanic	*reukanan	402
1469	*reukanan	r iː x ə n	riːxən	German	riechen	402
1470	*reukanan	r œy k ə	rœykə	Dutch	ruiken	402
#
1495	*reumōn	r eu m oː n	reumoːn	Proto-Germanic	*reumōn	410
1496	*reumōn	r iː m ə n	riːmən	German	Riemen	410
1497	*reumōn	r iː m	riːm	Dutch	riem	410
#
1372	*rextjanan	r e x t j a n	rextjanan	Proto-Germanic	*rextjanan	376
1373	*rextjanan	r ɪ x t ə n	rɪxtən	German	richten	376
1374	*rextjanan	r ɪ x t ə	rɪxtə	Dutch	richten	376
#
1461	*rugiz	r u g i z	rugiz	Proto-Germanic	*rugiz	400
1462	*rugiz	r ɔ ɡ ə n	rɔɡən	German	Roggen	400
1463	*rugiz	r aɪ	raɪ	English	rye	400
1464	*rugiz	r ɔ ɣ ə	rɔɣə	Dutch	rogge	400
#
1382	*rukkiz	r u kk i z	rukkiz	Proto-Germanic	*rukkiz	379
1383	*rukkiz	r ʊ k	rʊk	German	Ruck	379
1384	*rukkiz	r ɔ k	rɔk	English	rock	379
1385	*rukkiz	r ʉ k	rʉk	Dutch	ruk	379
#
734	*rustō	r u s t oː	rustoː	Proto-Germanic	*rustō	202
735	*rustō	r ɔ s t	rɔst	German	Rost	202
736	*rustō	r ʌ s t	rʌst	English	rust	202
737	*rustō	r uː s t	ruːst	Dutch	roest	202
#
1805	*rēdan	r eː d	reːdan	Proto-Germanic	*rēdan	495
1806	*rēdan	r aː t	raːt	German	Rat	495
1807	*rēdan	r aː t	raːt	Dutch	raad	495
#
1645	*rēdanan	r eː d a n	reːdanan	Proto-Germanic	*rēdanan	452
1646	*rēdanan	r aː t ə n	raːtən	German	raten	452
1647	*rēdanan	r iː d	riːd	English	read	452
1648	*rēdanan	r aː d ɛ n	raːdɛn	Dutch	raden	452
#
916	*rēmaz	r eː m a z	reːmaz	Proto-Germanic	*rēmaz	252
917	*rēmaz	r aː m	raːm	German	Rahm	252
918	*rēmaz	r oː m	roːm	Dutch	room	252
#
164	*rīdanan	r iː d a n	riːdanan	Proto-Germanic	*rīdanan	47
165	*rīdanan	r ai t ə n	raitən	German	reiten	47
166	*rīdanan	r aɪ d	raɪd	English	ride	47
167	*rīdanan	r ɛɪ d ə	rɛɪdə	Dutch	rijden	47
#
1094	*rōdō	r oː d oː	roːdoː	Proto-Germanic	*rōdō	300
1095	*rōdō	r uː t ə	ruːtə	German	Rute	300
1096	*rōdō	r uː d	ruːd	English	rood	300
#
1669	*rōθraz	r oː θ r a z	roːθraz	Proto-Germanic	*rōθraz	458
1670	*rōθraz	r uː d ə r	ruːdər	German	Ruder	458
1671	*rōθraz	r ʌ d ə r	rʌdər	English	rudder	458
1672	*rōθraz	r uː r	ruːr	Dutch	roer	458
#
496	*rūman	r uː m	ruːman	Proto-Germanic	*rūman	136
497	*rūman	r au m	raum	German	Raum	136
498	*rūman	r uː m	ruːm	English	room	136
499	*rūman	r œy m	rœym	Dutch	ruim	136
#
1487	*sai	s ai	sai	Proto-Germanic	*sai	408
1488	*sai	z eː	zeː	German	See	408
1489	*sai	s iː	siː	English	sea	408
1490	*sai	z eː	zeː	Dutch	zee	408
#
1896	*sailō	s ai l oː	sailoː	Proto-Germanic	*sailō	520
1897	*sailō	z ai l	zail	German	Seil	520
1898	*sailō	z eː l	zeːl	Dutch	zeel	520
#
1322	*saiwalō	s ai w a l oː	saiwaloː	Proto-Germanic	*saiwalō	363
1323	*saiwalō	z eː l ə	zeːlə	German	Seele	363
1324	*saiwalō	s əʊ l	səʊl	English	soul	363
1325	*saiwalō	z iː l	ziːl	Dutch	ziel	363
#
135	*sakō	s a k oː	sakoː	Proto-Germanic	*sakō	38
136	*sakō	z a x ə	zaxə	German	Sache	38
137	*sakō	s ɑː k ɪ	sɑːkɪ	English	sake	38
138	*sakō	z aː k	zaːk	Dutch	zaak	38
#
331	*salbō	s a l b oː	salboː	Proto-Germanic	*salbō	92
332	*salbō	z a l b ə	zalbə	German	Salbe	92
333	*salbō	s æ l v	sælv	English	salve	92
334	*salbō	z ɑ l f	zɑlf	Dutch	zalf	92
#
1535	*saliz	s a l i z	saliz	Proto-Germanic	*saliz	421
1536	*saliz	z aː l	zaːl	German	Saal	421
1537	*saliz	z aː l	zaːl	Dutch	zaal	421
#
1212	*saltan	s a l t	saltan	Proto-Germanic	*saltan	333
1213	*saltan	z a l t͡s	zalt͡s	German	Salz	333
1214	*saltan	s ɔː l t	sɔːlt	English	salt	333
1215	*saltan	z ɑu t	zɑut	Dutch	zout	333
#
1378	*sandjanan	s a n d j a n	sandjanan	Proto-Germanic	*sandjanan	378
1379	*sandjanan	z ɛ n d ə n	zɛndən	German	senden	378
1380	*sandjanan	s ɛ n d	sɛnd	English	send	378
1381	*sandjanan	z ɛ n d ə	zɛndə	Dutch	zenden	378
#
1606	*sangjanan	s a n g j a n	sangjanan	Proto-Germanic	*sangjanan	441
1607	*sangjanan	z ɛ ŋ ə n	zɛŋən	German	sengen	441
1608	*sangjanan	s ɪ n ʤ	sɪnʤ	English	singe	441
1609	*sangjanan	z ɛ ŋ ə	zɛŋə	Dutch	zengen	441
#
974	*sapōn	s a p oː n	sapoːn	Proto-Germanic	*sapōn	268
975	*sapōn	z a f t	zaft	German	Saft	268
976	*sapōn	s æ p	sæp	English	sap	268
977	*sapōn	s ɑ p	sɑp	Dutch	sap	268
#
1816	*satjanan	s a t j a n	satjanan	Proto-Germanic	*satjanan	498
1817	*satjanan	z ɛ t͡s ə n	zɛt͡sən	German	setzen	498
1818	*satjanan	s ɛ t	sɛt	English	set	498
1819	*satjanan	z ɛ t ə	zɛtə	Dutch	zetten	498
#
511	*saumaz	s au m a z	saumaz	Proto-Germanic	*saumaz	140
512	*saumaz	z au m	zaum	German	Saum	140
513	*saumaz	s iː m	siːm	English	seam	140
514	*saumaz	z oː m	zoːm	Dutch	zoom	140
#
174	*sebun	s e b u n	sebun	Proto-Germanic	*sebun	50
175	*sebun	z iː b ə n	ziːbən	German	sieben	50
176	*sebun	s ɛ v ṇ	sɛvṇ	English	seven	50
177	*sebun	z eː v ə	zeːvə	Dutch	zeven	50
#
1111	*seduz	s e d u z	seduz	Proto-Germanic	*seduz	305
1112	*seduz	z ɪ t ə	zɪtə	German	Sitte	305
1113	*seduz	z eː d ə	zeːdə	Dutch	zede	305
#
724	*segez	s e g e z	segez	Proto-Germanic	*segez	199
725	*segez	z iː k	ziːk	German	Sieg	199
726	*segez	z eː ɣ ə	zeːɣə	Dutch	zege	199
#
938	*seglan	s e g l	seglan	Proto-Germanic	*seglan	258
939	*seglan	z eː ɡ ə l	zeːɡəl	German	Segel	258
940	*seglan	s eɪ l	seɪl	English	sail	258
941	*seglan	z ɛɪ l	zɛɪl	Dutch	zeil	258
#
1566	*sengwanan	s e n g w a n	sengwanan	Proto-Germanic	*sengwanan	430
1567	*sengwanan	z ɪ ŋ ə n	zɪŋən	German	singen	430
1568	*sengwanan	s ɪ ŋ	sɪŋ	English	sing	430
1569	*sengwanan	z ɪ ŋ ə	zɪŋə	Dutch	zingen	430
#
1188	*setjanan	s e t j a n	setjanan	Proto-Germanic	*setjanan	326
1189	*setjanan	z ɪ t͡s ə n	zɪt͡sən	German	sitzen	326
1190	*setjanan	s ɪ t	sɪt	English	sit	326
1191	*setjanan	z ɪ t ə	zɪtə	Dutch	zitten	326
#
1159	*sexs	s e x s	sexs	Proto-Germanic	*sexs	318
1160	*sexs	z ɛ k s	zɛks	German	sechs	318
1161	*sexs	s ɪ k s	sɪks	English	six	318
1162	*sexs	z ɛ s	zɛs	Dutch	zes	318
#
1747	*sibaz	s i b a z	sibaz	Proto-Germanic	*sibaz	479
1748	*sibaz	z iː p	ziːp	German	Sieb	479
1749	*sibaz	s ɪ v	sɪv	English	sieve	479
1750	*sibaz	z eː f	zeːf	Dutch	zeef	479
#
1858	*skaftan	s k a f t	skaftan	Proto-Germanic	*skaftan	510
1859	*skaftan	ʃ a f t	ʃaft	German	Schaft	510
1860	*skaftan	ʃ ɑː f t	ʃɑːft	English	shaft	510
1861	*skaftan	s x ɑ x t	sxɑxt	Dutch	schacht	510
#
1114	*skaiθiz	s k ai θ i z	skaiθiz	Proto-Germanic	*skaiθiz	306
1115	*skaiθiz	ʃ ai d ə	ʃaidə	German	Scheide	306
1116	*skaiθiz	ʃ iː θ	ʃiːθ	English	sheath	306
1117	*skaiθiz	s x eː d ə	sxeːdə	Dutch	schede	306
#
278	*skalkaz	s k a l k a z	skalkaz	Proto-Germanic	*skalkaz	77
279	*skalkaz	ʃ a l k	ʃalk	German	Schalk	77
280	*skalkaz	s x ɑ l k	sxɑlk	Dutch	schalk	77
#
1079	*skamō	s k a m oː	skamoː	Proto-Germanic	*skamō	296
1080	*skamō	ʃ aː m	ʃaːm	German	Scham	296
1081	*skamō	ʃ eɪ m	ʃeɪm	English	shame	296
#
1603	*skandō	s k a n d oː	skandoː	Proto-Germanic	*skandō	440
1604	*skandō	ʃ a n d ə	ʃandə	German	Schande	440
1605	*skandō	s x ɑ n d ə	sxɑndə	Dutch	schande	440
#
1717	*skankjanan	s k a n k j a n	skankjanan	Proto-Germanic	*skankjanan	471
1718	*skankjanan	ʃ ɛ ŋ k ə n	ʃɛŋkən	German	schenken	471
1719	*skankjanan	s x ɛ ŋ k ə	sxɛŋkə	Dutch	schenken	471
#
946	*skattaz	s k a tt a z	skattaz	Proto-Germanic	*skattaz	260
947	*skattaz	ʃ a t͡s	ʃat͡s	German	Schatz	260
948	*skattaz	s x ɑ t	sxɑt	Dutch	schat	260
#
1284	*skawōjanan	s k a w oː j a n	skawoːjanan	Proto-Germanic	*skawōjanan	353
1285	*skawōjanan	ʃ auə n	ʃauən	German	schauen	353
1286	*skawōjanan	ʃ əʊ	ʃəʊ	English	show	353
1287	*skawōjanan	s x ɑu ʋ ə	sxɑuʋə	Dutch	schouwen	353
#
307	*skelduz	s k e l d u z	skelduz	Proto-Germanic	*skelduz	86
308	*skelduz	ʃ ɪ l t	ʃɪlt	German	Schild	86
309	*skelduz	ʃ iː l d	ʃiːld	English	shield	86
310	*skelduz	s x ɪ l t	sxɪlt	Dutch	schild	86
#
961	*skellin)az	s k e ll i n a z	skellinaz	Proto-Germanic	*skellin)az	264
962	*skellin)az	ʃ ɪ l ɪ ŋ	ʃɪlɪŋ	German	Schilling	264
963	*skellin)az	ʃ ɪ l ɪ ŋ	ʃɪlɪŋ	English	shilling	264
#
1424	*skeranan	s k e r a n	skeranan	Proto-Germanic	*skeranan	390
1425	*skeranan	ʃ eː r ə n	ʃeːrən	German	scheren	390
1426	*skeranan	ʃ ɪə r	ʃɪər	English	shear	390
1427	*skeranan	s x eː r ə	sxeːrə	Dutch	scheren	390
#
1439	*skeubanan	s k eu b a n	skeubanan	Proto-Germanic	*skeubanan	394
1440	*skeubanan	ʃ iː b ə n	ʃiːbən	German	schieben	394
1441	*skeubanan	ʃ ʌ v	ʃʌv	English	shove	394
1442	*skeubanan	s x œy v ə	sxœyvə	Dutch	schuiven	394
#
58	*skuldiz	s k u l d i z	skuldiz	Proto-Germanic	*skuldiz	17
59	*skuldiz	ʃ ʊ l t	ʃʊlt	German	Schuld	17
60	*skuldiz	s x ʉ l t	sxʉlt	Dutch	schuld	17
#
588	*skuldrō	s k u l d r oː	skuldroː	Proto-Germanic	*skuldrō	162
589	*skuldrō	ʃ ʊ l t ə r	ʃʊltər	German	Schulter	162
590	*skuldrō	ʃ əʊ l d ə r	ʃəʊldər	English	shoulder	162
591	*skuldrō	s x ɑu d ə r	sxɑudər	Dutch	schouder	162
#
1877	*skullōn	s k u ll oː n	skulloːn	Proto-Germanic	*skullōn	515
1878	*skullōn	ʃ ɔ l ə	ʃɔlə	German	Scholle	515
1879	*skullōn	s x ɔ l	sxɔl	Dutch	schol	515
#
551	*skuman	s k u m	skuman	Proto-Germanic	*skuman	151
552	*skuman	ʃ au m	ʃaum	German	Schaum	151
553	*skuman	s x œy m	sxœym	Dutch	schuim	151
#
94	*skēlō	s k eː l oː	skeːloː	Proto-Germanic	*skēlō	27
95	*skēlō	ʃ aː l ə	ʃaːlə	German	Schale	27
96	*skēlō	s x aː l	sxaːl	Dutch	schaal	27
#
1368	*skēpan	s k eː p	skeːpan	Proto-Germanic	*skēpan	375
1369	*skēpan	ʃ aː f	ʃaːf	German	Schaf	375
1370	*skēpan	ʃ iː p	ʃiːp	English	sheep	375
1371	*skēpan	s x aː p	sxaːp	Dutch	schaap	375
#
1219	*skībōn	s k iː b oː n	skiːboːn	Proto-Germanic	*skībōn	335
1220	*skībōn	ʃ ai b ə	ʃaibə	German	Scheibe	335
1221	*skībōn	s x ɛɪ f	sxɛɪf	Dutch	schijf	335
#
1398	*skīnanan	s k iː n a n	skiːnanan	Proto-Germanic	*skīnanan	383
1399	*skīnanan	ʃ ai n ə n	ʃainən	German	scheinen	383
1400	*skīnanan	ʃ aɪ n	ʃaɪn	English	shine	383
1401	*skīnanan	s x ɛɪ n ə	sxɛɪnə	Dutch	schijnen	383
#
720	*skūflō	s k uː f l oː	skuːfloː	Proto-Germanic	*skūflō	198
721	*skūflō	ʃ au f ə l	ʃaufəl	German	Schaufel	198
722	*skūflō	ʃ ʌ v ḷ	ʃʌvḷ	English	shovel	198
723	*skūflō	s x ɔ f ə l	sxɔfəl	Dutch	schoffel	198
#
1192	*skūrō	s k uː r oː	skuːroː	Proto-Germanic	*skūrō	327
1193	*skūrō	ʃ auə r	ʃauər	German	Schauer	327
1194	*skūrō	ʃ aʊə r	ʃaʊər	English	shower	327
#
1143	*slaxanan	s l a x a n	slaxanan	Proto-Germanic	*slaxanan	314
1144	*slaxanan	ʃ l aː ɡ ə n	ʃlaːɡən	German	schlagen	314
1145	*slaxanan	s l eɪ	sleɪ	English	slay	314
1146	*slaxanan	s l aː n	slaːn	Dutch	slaan	314
#
1665	*slēpanan	s l eː p a n	sleːpanan	Proto-Germanic	*slēpanan	457
1666	*slēpanan	ʃ l aː f ə n	ʃlaːfən	German	schlafen	457
1667	*slēpanan	s l iː p	sliːp	English	sleep	457
1668	*slēpanan	s l aː p ə	slaːpə	Dutch	slapen	457
#
1909	*slīman	s l iː m	sliːman	Proto-Germanic	*slīman	524
1910	*slīman	ʃ l ai m	ʃlaim	German	Schleim	524
1911	*slīman	s l aɪ m	slaɪm	English	slime	524
1912	*slīman	s l ɛɪ m	slɛɪm	Dutch	slijm	524
#
1600	*slīpanan	s l iː p a n	sliːpanan	Proto-Germanic	*slīpanan	439
1601	*slīpanan	ʃ l ai f ə n	ʃlaifən	German	schleifen	439
1602	*slīpanan	s l ɛɪ p ə	slɛɪpə	Dutch	slijpen	439
#
1812	*smerwjanan	s m e r w j a n	smerwjanan	Proto-Germanic	*smerwjanan	497
1813	*smerwjanan	ʃ m iː r ə n	ʃmiːrən	German	schmieren	497
1814	*smerwjanan	s m ɪə r	smɪər	English	smear	497
1815	*smerwjanan	s m eː r ə	smeːrə	Dutch	smeren	497
#
1056	*snaigwaz	s n ai g w a z	snaigwaz	Proto-Germanic	*snaigwaz	290
1057	*snaigwaz	ʃ n eː	ʃneː	German	Schnee	290
1058	*snaigwaz	s n əʊ	snəʊ	English	snow	290
1059	*snaigwaz	s n eː ʋ	sneːʋ	Dutch	sneeuw	290
#
1206	*snīθanan	s n iː θ a n	sniːθanan	Proto-Germanic	*snīθanan	331
1207	*snīθanan	ʃ n ai d ə n	ʃnaidən	German	schneiden	331
1208	*snīθanan	s n ɛɪ d ə	snɛɪdə	Dutch	snijden	331
#
1777	*snōrō	s n oː r oː	snoːroː	Proto-Germanic	*snōrō	487
1778	*snōrō	ʃ n uː r	ʃnuːr	German	Schnur	487
1779	*snōrō	s n uː r	snuːr	Dutch	snoer	487
#
1922	*spaldanan	s p a l d a n	spaldanan	Proto-Germanic	*spaldanan	528
1923	*spaldanan	ʃ p a l t ə n	ʃpaltən	German	spalten	528
1924	*spaldanan	s p ɑu ʋ ə	spɑuʋə	Dutch	spouwen	528
#
522	*spangō	s p a n g oː	spangoː	Proto-Germanic	*spangō	143
523	*spangō	ʃ p a ŋ ə	ʃpaŋə	German	Spange	143
524	*spangō	s p ɑ ŋ	spɑŋ	Dutch	spang	143
#
1356	*spannanan	s p a nn a n	spannanan	Proto-Germanic	*spannanan	372
1357	*spannanan	ʃ p a n ə n	ʃpanən	German	spannen	372
1358	*spannanan	s p æ n	spæn	English	span	372
1359	*spannanan	s p ɑ n ə	spɑnə	Dutch	spannen	372
#
568	*spannō	s p a nn oː	spannoː	Proto-Germanic	*spannō	156
569	*spannō	ʃ p a n ə	ʃpanə	German	Spanne	156
570	*spannō	s p æ n	spæn	English	span	156
#
1229	*sparrōn	s p a rr oː n	sparroːn	Proto-Germanic	*sparrōn	338
1230	*sparrōn	ʃ p a r ə n	ʃparən	German	Sparren	338
1231	*sparrōn	s p ɑː r	spɑːr	English	spar	338
1232	*sparrōn	s p ɑ r	spɑr	Dutch	spar	338
#
832	*sparēnan	s p a r eː n	spareːnan	Proto-Germanic	*sparēnan	229
833	*sparēnan	ʃ p aː r ə n	ʃpaːrən	German	sparen	229
834	*sparēnan	s p ɛə r	spɛər	English	spare	229
835	*sparēnan	s p aː r ə	spaːrə	Dutch	sparen	229
#
300	*spennanan	s p e nn a n	spennanan	Proto-Germanic	*spennanan	84
301	*spennanan	ʃ p ɪ n ə n	ʃpɪnən	German	spinnen	84
302	*spennanan	s p ɪ n	spɪn	English	spin	84
303	*spennanan	s p ɪ n ə	spɪnə	Dutch	spinnen	84
#
178	*spennilō	s p e nn i l oː	spenniloː	Proto-Germanic	*spennilō	51
179	*spennilō	ʃ p ɪ n d ə l	ʃpɪndəl	German	Spindel	51
180	*spennilō	s p ɪ n d ḷ	spɪndḷ	English	spindle	51
181	*spennilō	s p ɪ l	spɪl	Dutch	spil	51
#
364	*speru	s p e r u	speru	Proto-Germanic	*speru	101
365	*speru	ʃ p eː r	ʃpeːr	German	Speer	101
366	*speru	s p ɪə r	spɪər	English	spear	101
367	*speru	s p eː r	speːr	Dutch	speer	101
#
1023	*spikan	s p i k	spikan	Proto-Germanic	*spikan	281
1024	*spikan	ʃ p ɛ k	ʃpɛk	German	Speck	281
1025	*spikan	s p ɛ k	spɛk	Dutch	spek	281
#
1706	*spixtaz	s p i x t a z	spixtaz	Proto-Germanic	*spixtaz	468
1707	*spixtaz	ʃ p ɛ x t	ʃpɛxt	German	Specht	468
1708	*spixtaz	s p ɛ x t	spɛxt	Dutch	specht	468
#
1501	*spraidjanan	s p r ai d j a n	spraidjanan	Proto-Germanic	*spraidjanan	412
1502	*spraidjanan	ʃ p r ai t ə n	ʃpraitən	German	spreiten	412
1503	*spraidjanan	s p r ɛ d	sprɛd	English	spread	412
1504	*spraidjanan	s p r ɛɪ d ə	sprɛɪdə	Dutch	spreiden	412
#
1474	*sprutōn	s p r u t oː n	sprutoːn	Proto-Germanic	*sprutōn	404
1475	*sprutōn	ʃ p r ɔ s ə	ʃprɔsə	German	Sprosse	404
1476	*sprutōn	s p ɔ r t	spɔrt	Dutch	sport	404
#
68	*spuran	s p u r	spuran	Proto-Germanic	*spuran	20
69	*spuran	ʃ p ɔ r n	ʃpɔrn	German	Sporn	20
70	*spuran	s p ɜː r	spɜːr	English	spur	20
71	*spuran	s p oː r	spoːr	Dutch	spoor	20
#
414	*spēnuz	s p eː n u z	speːnuz	Proto-Germanic	*spēnuz	114
415	*spēnuz	ʃ p aː n	ʃpaːn	German	Span	114
416	*spēnuz	s p uː n	spuːn	English	spoon	114
417	*spēnuz	s p aː n	spaːn	Dutch	spaan	114
#
1402	*stabiz	s t a b i z	stabiz	Proto-Germanic	*stabiz	384
1403	*stabiz	ʃ t aː p	ʃtaːp	German	Stab	384
1404	*stabiz	s t ɑː f	stɑːf	English	staff	384
1405	*stabiz	s t ɑ f	stɑf	Dutch	staf	384
#
1413	*stainaz	s t ai n a z	stainaz	Proto-Germanic	*stainaz	387
1414	*stainaz	ʃ t ai n	ʃtain	German	Stein	387
1415	*stainaz	s t əʊ n	stəʊn	English	stone	387
1416	*stainaz	s t eː n	steːn	Dutch	steen	387
#
843	*stallaz	s t a ll a z	stallaz	Proto-Germanic	*stallaz	232
844	*stallaz	ʃ t a l	ʃtal	German	Stall	232
845	*stallaz	s t ɑ l	stɑl	Dutch	stal	232
#
1624	*stamnaz	s t a m n a z	stamnaz	Proto-Germanic	*stamnaz	446
1625	*stamnaz	ʃ t a m	ʃtam	German	Stamm	446
1626	*stamnaz	s t ɛ m	stɛm	English	stem	446
1627	*stamnaz	s t ɑ m	stɑm	Dutch	stam	446
#
738	*stangō	s t a n g oː	stangoː	Proto-Germanic	*stangō	203
739	*stangō	ʃ t a ŋ ə	ʃtaŋə	German	Stange	203
740	*stangō	s t ɑ ŋ	stɑŋ	Dutch	stang	203
#
825	*stebnō	s t e b n oː	stebnoː	Proto-Germanic	*stebnō	227
826	*stebnō	ʃ t ɪ m ə	ʃtɪmə	German	Stimme	227
827	*stebnō	s t ɛ m	stɛm	Dutch	stem	227
#
1167	*stekanan	s t e k a n	stekanan	Proto-Germanic	*stekanan	320
1168	*stekanan	ʃ t ɛ x ə n	ʃtɛxən	German	stechen	320
1169	*stekanan	s t eː k ə	steːkə	Dutch	steken	320
#
457	*stelanan	s t e l a n	stelanan	Proto-Germanic	*stelanan	126
458	*stelanan	ʃ t eː l ə n	ʃteːlən	German	stehlen	126
459	*stelanan	s t iː l	stiːl	English	steal	126
460	*stelanan	s t eː l ə	steːlə	Dutch	stelen	126
#
1394	*stelljanan	s t e ll j a n	stelljanan	Proto-Germanic	*stelljanan	382
1395	*stelljanan	ʃ t ɪ l ə n	ʃtɪlən	German	stillen	382
1396	*stelljanan	s t ɪ l	stɪl	English	still	382
1397	*stelljanan	s t ɪ l ə	stɪlə	Dutch	stillen	382
#
446	*steltjōn	s t e l t j oː n	steltjoːn	Proto-Germanic	*steltjōn	123
447	*steltjōn	ʃ t ɛ l t͡s ə	ʃtɛlt͡sə	German	Stelze	123
448	*steltjōn	s t ɪ l t	stɪlt	English	stilt	123
449	*steltjōn	s t ɛ l t	stɛlt	Dutch	stelt	123
#
319	*sterbanan	s t e r b a n	sterbanan	Proto-Germanic	*sterbanan	89
320	*sterbanan	ʃ t ɛ r b ə n	ʃtɛrbən	German	sterben	89
321	*sterbanan	s t ɑː v	stɑːv	English	starve	89
322	*sterbanan	s t ɛ r v ə	stɛrvə	Dutch	sterven	89
#
27	*stertaz	s t e r t a z	stertaz	Proto-Germanic	*stertaz	8
28	*stertaz	ʃ t ɛ r t͡s	ʃtɛrt͡s	German	Sterz	8
29	*stertaz	s t ɑː t	stɑːt	English	start	8
30	*stertaz	s t aː r t	staːrt	Dutch	staart	8
#
270	*steuran	s t eu r	steuran	Proto-Germanic	*steuran	75
271	*steuran	ʃ t ɔyə r	ʃtɔyər	German	Steuer	75
272	*steuran	t uː	tuː	English	to	75
